from,to,value
Amelia,Amelia,
Baelz,Amelia,52.88
Bijou,Amelia,43.17
Calli,Amelia,51.92
Cecilia,Amelia,49.34
Elizabeth,Amelia,54.92
Fauna,Amelia,52.18
FuwaMoco,Amelia,40.75
Gigi,Amelia,55.78
Gura,Amelia,52.75
IRyS,Amelia,59.61
Ina,Amelia,54.79
Kiara,Amelia,63.3
Kronii,Amelia,53.19
Mumei,Amelia,62.2
Nerissa,Amelia,55.79
Raora,Amelia,41.82
Shiori,Amelia,55.32
Amelia,Baelz,7.81
Bijou,Baelz,11.41
Calli,Baelz,13.18
Cecilia,Baelz,12.16
Elizabeth,Baelz,16.66
Fauna,Baelz,13.3
FuwaMoco,Baelz,11.71
Gigi,Baelz,14.24
Gura,Baelz,9.69
IRyS,Baelz,23.62
Ina,Baelz,15.18
Kiara,Baelz,13.94
Kronii,Baelz,16.12
Mumei,Baelz,18.85
Nerissa,Baelz,16.77
Raora,Baelz,12.2
Shiori,Baelz,16.58
Amelia,Bijou,27.32
Baelz,Bijou,48.9
Calli,Bijou,38.78
Cecilia,Bijou,42.8
Elizabeth,Bijou,47.34
Fauna,Bijou,44.14
FuwaMoco,Bijou,37.12
Gigi,Bijou,47.83
Gura,Bijou,32.45
IRyS,Bijou,54.17
Ina,Bijou,40.9
Kiara,Bijou,39.09
Kronii,Bijou,43.79
Mumei,Bijou,45.23
Nerissa,Bijou,50.95
Raora,Bijou,39.13
Shiori,Bijou,50.51
Amelia,Calli,25.61
Baelz,Calli,44.01
Bijou,Calli,30.22
Cecilia,Calli,33.1
Elizabeth,Calli,44.77
Fauna,Calli,36.52
FuwaMoco,Calli,29.42
Gigi,Calli,38.96
Gura,Calli,29.77
IRyS,Calli,46.29
Ina,Calli,37.12
Kiara,Calli,42.68
Kronii,Calli,39.71
Mumei,Calli,41.55
Nerissa,Calli,44.84
Raora,Calli,30.71
Shiori,Calli,44.29
Amelia,Cecilia,24.65
Baelz,Cecilia,41.12
Bijou,Cecilia,33.78
Calli,Cecilia,33.53
Elizabeth,Cecilia,48.98
Fauna,Cecilia,47.2
FuwaMoco,Cecilia,28.29
Gigi,Cecilia,53.08
Gura,Cecilia,27.93
IRyS,Cecilia,47.21
Ina,Cecilia,36.99
Kiara,Cecilia,40.71
Kronii,Cecilia,38.29
Mumei,Cecilia,41.44
Nerissa,Cecilia,47.54
Raora,Cecilia,36.47
Shiori,Cecilia,45.45
Amelia,Elizabeth,13.11
Baelz,Elizabeth,26.93
Bijou,Elizabeth,17.85
Calli,Elizabeth,21.66
Cecilia,Elizabeth,23.4
Fauna,Elizabeth,24.31
FuwaMoco,Elizabeth,17.3
Gigi,Elizabeth,29.63
Gura,Elizabeth,15.88
IRyS,Elizabeth,29.05
Ina,Elizabeth,20.86
Kiara,Elizabeth,25.45
Kronii,Elizabeth,23.5
Mumei,Elizabeth,24.15
Nerissa,Elizabeth,34.59
Raora,Elizabeth,21.66
Shiori,Elizabeth,30.19
Amelia,Fauna,18.41
Baelz,Fauna,31.79
Bijou,Fauna,24.61
Calli,Fauna,26.13
Cecilia,Fauna,33.34
Elizabeth,Fauna,35.96
FuwaMoco,Fauna,22.53
Gigi,Fauna,35.84
Gura,Fauna,25.67
IRyS,Fauna,39.06
Ina,Fauna,29.26
Kiara,Fauna,31.01
Kronii,Fauna,30.56
Mumei,Fauna,35.79
Nerissa,Fauna,39.52
Raora,Fauna,23.45
Shiori,Fauna,36.58
Amelia,FuwaMoco,19.84
Baelz,FuwaMoco,38.59
Bijou,FuwaMoco,28.55
Calli,FuwaMoco,29.03
Cecilia,FuwaMoco,27.56
Elizabeth,FuwaMoco,35.29
Fauna,FuwaMoco,31.08
Gigi,FuwaMoco,32.32
Gura,FuwaMoco,24.58
IRyS,FuwaMoco,40.55
Ina,FuwaMoco,31.28
Kiara,FuwaMoco,32.8
Kronii,FuwaMoco,29.74
Mumei,FuwaMoco,35.78
Nerissa,FuwaMoco,37.29
Raora,FuwaMoco,28.14
Shiori,FuwaMoco,37.75
Amelia,Gigi,21.13
Baelz,Gigi,36.53
Bijou,Gigi,28.62
Calli,Gigi,29.92
Cecilia,Gigi,40.24
Elizabeth,Gigi,47.03
Fauna,Gigi,38.46
FuwaMoco,Gigi,25.15
Gura,Gigi,25.52
IRyS,Gigi,40.85
Ina,Gigi,30.35
Kiara,Gigi,35.13
Kronii,Gigi,32.99
Mumei,Gigi,36.6
Nerissa,Gigi,41.04
Raora,Gigi,29.75
Shiori,Gigi,41.79
Amelia,Gura,28.15
Baelz,Gura,35.03
Bijou,Gura,27.36
Calli,Gura,32.21
Cecilia,Gura,29.84
Elizabeth,Gura,35.51
Fauna,Gura,38.82
FuwaMoco,Gura,26.95
Gigi,Gura,35.96
IRyS,Gura,40.17
Ina,Gura,35.07
Kiara,Gura,37.89
Kronii,Gura,33.33
Mumei,Gura,43.81
Nerissa,Gura,37.07
Raora,Gura,25.09
Shiori,Gura,36.68
Amelia,IRyS,10.56
Baelz,IRyS,28.33
Bijou,IRyS,15.16
Calli,IRyS,16.62
