from,to,value
Aki,Aki,
Ao,Aki,5.47
Ayame,Aki,4.69
AZki,Aki,6.55
Botan,Aki,7.11
Chihaya,Aki,4.45
Choco,Aki,16.81
Flare,Aki,9.33
Fubuki,Aki,4.19
Haato,Aki,10.56
Hajime,Aki,3.97
Iroha,Aki,4.82
Kanade,Aki,2.9
Kanata,Aki,4.17
Korone,Aki,4.18
Koyori,Aki,4.31
Lamy,Aki,5.23
Laplus,Aki,4.31
Lui,Aki,8.54
Luna,Aki,6.6
Marine,Aki,4.06
Matsuri,Aki,8.67
Miko,Aki,3.28
Mio,Aki,6
Nene,Aki,6.07
Niko,Aki,6.02
Noel,Aki,6.12
Okayu,Aki,3.73
Pekora,Aki,3.62
Polka,Aki,6.78
Raden,Aki,4.95
Riona,Aki,6.7
Ririka,Aki,6.23
Roboco,Aki,14.75
Shion,Aki,4.13
Sora,Aki,8.83
Su,Aki,3.94
Subaru,Aki,4.34
Suisei,Aki,3.28
Towa,Aki,6.61
Vivi,Aki,5.58
Watame,Aki,5.91
Aki,Ao,3.88
Ayame,Ao,2.14
AZki,Ao,3.33
Botan,Ao,3.91
Chihaya,Ao,5.37
Choco,Ao,6.57
Flare,Ao,3.56
Fubuki,Ao,2.71
Haato,Ao,5.78
Hajime,Ao,9.19
Iroha,Ao,3.33
Kanade,Ao,7.07
Kanata,Ao,3.45
Korone,Ao,2.87
Koyori,Ao,3.31
Lamy,Ao,3.18
Laplus,Ao,2.98
Lui,Ao,6
Luna,Ao,3.26
Marine,Ao,3.44
Matsuri,Ao,5.07
Miko,Ao,2.46
Mio,Ao,3.4
Nene,Ao,4.34
Niko,Ao,8.5
Noel,Ao,3.78
Okayu,Ao,2.67
Pekora,Ao,2.64
Polka,Ao,5.34
Raden,Ao,6.74
Riona,Ao,5.93
Ririka,Ao,8.65
Roboco,Ao,5.92
Shion,Ao,2.85
Sora,Ao,4.11
Su,Ao,5.02
Subaru,Ao,3.82
Suisei,Ao,2.59
Towa,Ao,2.92
Vivi,Ao,5.69
Watame,Ao,2.92
Aki,Ayame,3.65
Ao,Ayame,2.35
AZki,Ayame,3.85
Botan,Ayame,2.88
Chihaya,Ayame,3.29
Choco,Ayame,5.99
Flare,Ayame,3.89
Fubuki,Ayame,4.06
Haato,Ayame,4.06
Hajime,Ayame,2.73
Iroha,Ayame,5.11
Kanade,Ayame,2.66
Kanata,Ayame,3.37
Korone,Ayame,2.83
Koyori,Ayame,2.98
Lamy,Ayame,3.92
Laplus,Ayame,3.98
Lui,Ayame,3.17
Luna,Ayame,2.72
