from,to,value
Aki,Aki,
Amelia,Aki,4.88
Anya,Aki,13.32
Aqua,Aki,7.54
Aruran,Aki,14.41
Astel,Aki,10.83
Ayame,Aki,10.33
AZki,Aki,18.58
Botan,Aki,9.32
Calli,Aki,5.05
Choco,Aki,18.02
Coco,Aki,11.29
Flare,Aki,14.25
Fubuki,Aki,8.44
Gura,Aki,2.77
Haato,Aki,7.43
Ina,Aki,6.14
Iofi,Aki,8.69
Izuru,Aki,6.76
Kanata,Aki,11.31
Kiara,Aki,7.41
Korone,Aki,6.96
Lamy,Aki,13.46
Luna,Aki,18.66
Marine,Aki,8.09
Matsuri,Aki,12.02
Mel,Aki,25.79
Miko,Aki,8.89
Mio,Aki,13.21
Miyabi,Aki,8.61
Moona,Aki,6.21
Nene,Aki,12.66
Noel,Aki,10.6
Oga,Aki,12.27
Okayu,Aki,7.95
Ollie,Aki,6.87
Pekora,Aki,6.64
Polka,Aki,13.38
Reine,Aki,9
Rikka,Aki,10.27
Risu,Aki,10.84
Roberu,Aki,11.42
Roboco,Aki,17.61
Rushia,Aki,7.64
Shien,Aki,8.8
Shion,Aki,11.87
Sora,Aki,18.59
Subaru,Aki,10.04
Suisei,Aki,11.46
Temma,Aki,8.93
Towa,Aki,14.64
Watame,Aki,12.51
Aki,Amelia,22.51
Anya,Amelia,29.1
Aqua,Amelia,11.34
Aruran,Amelia,22.95
Astel,Amelia,20.75
Ayame,Amelia,13.82
AZki,Amelia,18.04
Botan,Amelia,15.18
Calli,Amelia,29.92
Choco,Amelia,15.89
Coco,Amelia,20.84
Flare,Amelia,12.53
Fubuki,Amelia,16.23
Gura,Amelia,22.35
Haato,Amelia,19.78
Ina,Amelia,35.21
Iofi,Amelia,17.26
Izuru,Amelia,10.4
Kanata,Amelia,16.51
Kiara,Amelia,34.99
Korone,Amelia,15.09
Lamy,Amelia,12.04
Luna,Amelia,19.51
Marine,Amelia,12.92
Matsuri,Amelia,15.06
Mel,Amelia,34.31
Miko,Amelia,12.86
Mio,Amelia,11.2
Miyabi,Amelia,12.18
