from,to,value
Amelia,Amelia,
Baelz,Amelia,17.52
Bijou,Amelia,13.4
Calli,Amelia,15.41
Fauna,Amelia,15.06
FuwaMoco,Amelia,8.56
Gura,Amelia,15.14
IRyS,Amelia,15.26
Ina,Amelia,15.53
Kiara,Amelia,19.05
Kronii,Amelia,18.81
Mumei,Amelia,21.36
Nerissa,Amelia,11.3
Shiori,Amelia,12.79
Amelia,Baelz,17.34
Bijou,Baelz,16.16
Calli,Baelz,18.91
Fauna,Baelz,16.12
FuwaMoco,Baelz,10.77
Gura,Baelz,11.28
IRyS,Baelz,25.25
Ina,Baelz,15.29
Kiara,Baelz,20.54
Kronii,Baelz,24.98
Mumei,Baelz,24.36
Nerissa,Baelz,15.08
Shiori,Baelz,15.96
Amelia,Bijou,22.49
Baelz,Bijou,27.4
Calli,Bijou,20.23
Fauna,Bijou,25.69
FuwaMoco,Bijou,19.67
Gura,Bijou,16.98
IRyS,Bijou,24.84
Ina,Bijou,19.86
Kiara,Bijou,20.97
Kronii,Bijou,25.77
Mumei,Bijou,27.82
Nerissa,Bijou,23.48
Shiori,Bijou,24.65
Amelia,Calli,22.55
Baelz,Calli,27.95
Bijou,Calli,17.63
Fauna,Calli,17.21
FuwaMoco,Calli,11.87
Gura,Calli,13.69
IRyS,Calli,22.42
Ina,Calli,17.02
Kiara,Calli,28.97
Kronii,Calli,28.65
Mumei,Calli,20.57
Nerissa,Calli,23.34
Shiori,Calli,21.73
Amelia,Fauna,19.66
Baelz,Fauna,21.25
Bijou,Fauna,19.97
Calli,Fauna,15.35
FuwaMoco,Fauna,12.28
Gura,Fauna,14.36
IRyS,Fauna,21.55
Ina,Fauna,17.0
Kiara,Fauna,20.1
Kronii,Fauna,22.35
Mumei,Fauna,26.45
Nerissa,Fauna,18.61
Shiori,Fauna,17.1
Amelia,FuwaMoco,20.08
Baelz,FuwaMoco,25.51
Bijou,FuwaMoco,27.49
Calli,FuwaMoco,19.02
Fauna,FuwaMoco,22.07
Gura,FuwaMoco,17.61
IRyS,FuwaMoco,24.15
Ina,FuwaMoco,17.93
Kiara,FuwaMoco,21.63
Kronii,FuwaMoco,21.27
Mumei,FuwaMoco,26.58
Nerissa,FuwaMoco,22.75
Shiori,FuwaMoco,24.37
Amelia,Gura,23.1
Baelz,Gura,17.39
Bijou,Gura,15.43
Calli,Gura,14.27
Fauna,Gura,16.79
FuwaMoco,Gura,11.45
IRyS,Gura,16.1
Ina,Gura,15.6
Kiara,Gura,15.56
Kronii,Gura,16.39
Mumei,Gura,23.58
Nerissa,Gura,11.61
Shiori,Gura,11.92
Amelia,IRyS,17.02
Baelz,IRyS,28.44
Bijou,IRyS,16.5
Calli,IRyS,17.08
Fauna,IRyS,18.42
FuwaMoco,IRyS,11.48
Gura,IRyS,11.77
Ina,IRyS,15.32
Kiara,IRyS,18.36
Kronii,IRyS,26.11
Mumei,IRyS,24.1
Nerissa,IRyS,16.58
Shiori,IRyS,15.41
Amelia,Ina,21.43
Baelz,Ina,21.32
Bijou,Ina,16.33
Calli,Ina,16.05
Fauna,Ina,17.97
FuwaMoco,Ina,10.55
Gura,Ina,14.11
IRyS,Ina,18.96
Kiara,Ina,20.39
Kronii,Ina,19.18
Mumei,Ina,20.25
Nerissa,Ina,14.39
Shiori,Ina,13.57
Amelia,Kiara,16.86
Baelz,Kiara,18.36
Bijou,Kiara,11.06
Calli,Kiara,17.52
Fauna,Kiara,13.63
FuwaMoco,Kiara,8.16
Gura,Kiara,9.03
IRyS,Kiara,14.57
Ina,Kiara,13.08
Kronii,Kiara,15.93
Mumei,Kiara,13.52
Nerissa,Kiara,15.99
Shiori,Kiara,12.68
Amelia,Kronii,14.51
Baelz,Kronii,19.47
Bijou,Kronii,11.85
Calli,Kronii,15.11
Fauna,Kronii,13.21
FuwaMoco,Kronii,7.0
Gura,Kronii,8.29
IRyS,Kronii,18.06
Ina,Kronii,10.73
Kiara,Kronii,13.89
Mumei,Kronii,19.99
Nerissa,Kronii,15.28
Shiori,Kronii,13.57
Amelia,Mumei,10.52
Baelz,Mumei,12.12
Bijou,Mumei,8.17
Calli,Mumei,6.93
Fauna,Mumei,9.99
FuwaMoco,Mumei,5.58
Gura,Mumei,7.61
IRyS,Mumei,10.65
Ina,Mumei,7.23
Kiara,Mumei,7.52
Kronii,Mumei,12.76
Nerissa,Mumei,7.26
Shiori,Mumei,7.16
Amelia,Nerissa,15.96
Baelz,Nerissa,21.51
Bijou,Nerissa,19.76
Calli,Nerissa,22.54
Fauna,Nerissa,20.14
FuwaMoco,Nerissa,13.7
Gura,Nerissa,10.75
IRyS,Nerissa,21.0
Ina,Nerissa,14.74
Kiara,Nerissa,25.52
Kronii,Nerissa,27.98
Mumei,Nerissa,20.84
Shiori,Nerissa,27.34
Amelia,Shiori,18.05
Baelz,Shiori,22.75
Bijou,Shiori,20.72
Calli,Shiori,20.95
Fauna,Shiori,18.49
FuwaMoco,Shiori,14.66
Gura,Shiori,11.03
IRyS,Shiori,19.5
Ina,Shiori,13.87
Kiara,Shiori,20.21
Kronii,Shiori,24.81
Mumei,Shiori,20.51
Nerissa,Shiori,27.31
