from,to,value
Anya,Anya,
Iofi,Anya,16.98
Kaela,Anya,10.41
Kobo,Anya,8.71
Moona,Anya,18.34
Ollie,Anya,16.97
Reine,Anya,22.5
Risu,Anya,14.17
Zeta,Anya,15.09
Anya,Iofi,28.17
Kaela,Iofi,16.46
Kobo,Iofi,13.27
Moona,Iofi,35.53
Ollie,Iofi,27.83
Reine,Iofi,31.28
Risu,Iofi,33.03
Zeta,Iofi,24.31
Anya,Kaela,34.91
Iofi,Kaela,33.27
Kobo,Kaela,18.72
Moona,Kaela,34.38
Ollie,Kaela,33.1
Reine,Kaela,38.26
Risu,Kaela,33.57
Zeta,Kaela,32.28
Anya,Kobo,13.76
Iofi,Kobo,12.62
Kaela,Kobo,8.81
Moona,Kobo,16.33
Ollie,Kobo,12.88
Reine,Kobo,13.56
Risu,Kobo,15.94
Zeta,Kobo,14.44
Anya,Moona,24.21
Iofi,Moona,28.27
Kaela,Moona,13.54
Kobo,Moona,13.65
Ollie,Moona,21.36
Reine,Moona,26.09
Risu,Moona,29.46
Zeta,Moona,19.46
Anya,Ollie,23.68
Iofi,Ollie,23.4
Kaela,Ollie,13.77
Kobo,Ollie,11.38
Moona,Ollie,22.57
Reine,Ollie,30.61
Risu,Ollie,18.95
Zeta,Ollie,17.54
Anya,Reine,17.88
Iofi,Reine,14.99
Kaela,Reine,9.07
Kobo,Reine,6.83
Moona,Reine,15.71
Ollie,Reine,17.44
Risu,Reine,12.24
Zeta,Reine,12.73
Anya,Risu,25.77
Iofi,Risu,36.2
Kaela,Risu,18.2
Kobo,Risu,18.36
Moona,Risu,40.57
Ollie,Risu,24.7
Reine,Risu,27.99
Zeta,Risu,23.86
Anya,Zeta,20.87
Iofi,Zeta,20.25
Kaela,Zeta,13.31
Kobo,Zeta,12.65
Moona,Zeta,20.38
Ollie,Zeta,17.38
Reine,Zeta,22.14
Risu,Zeta,18.15
