from,to,value
Aki,Aki,
Amelia,Aki,0.83
Anya,Aki,3.4
Aqua,Aki,2.51
Aruran,Aki,3.45
Astel,Aki,1.66
Ayame,Aki,1.73
AZki,Aki,9.41
Baelz,Aki,1.36
Botan,Aki,7.17
Calli,Aki,0.88
Chloe,Aki,2.37
Choco,Aki,9.44
Fauna,Aki,1.03
Flare,Aki,9.85
Fubuki,Aki,3.83
Gura,Aki,0.55
Haato,Aki,5.5
Ina,Aki,1.01
Iofi,Aki,2.29
Iroha,Aki,3.99
IRyS,Aki,1.07
Izuru,Aki,2.25
Kanata,Aki,5.82
Kiara,Aki,1.28
Korone,Aki,3.7
Koyori,Aki,4.28
Kronii,Aki,0.82
Lamy,Aki,5.22
Laplus,Aki,1.89
Lui,Aki,5.16
Luna,Aki,5.84
Marine,Aki,3.76
Matsuri,Aki,6.51
Mel,Aki,13.74
Miko,Aki,4.02
Mio,Aki,5.13
Miyabi,Aki,1.29
Moona,Aki,0.2
Mumei,Aki,0.72
Nene,Aki,6.86
Noel,Aki,5.83
Oga,Aki,1.97
Okayu,Aki,3.58
Ollie,Aki,1.12
Pekora,Aki,2.91
Polka,Aki,8.91
Reine,Aki,1.22
Rikka,Aki,0.54
Risu,Aki,0.95
Roberu,Aki,2.44
Roboco,Aki,13.08
Rushia,Aki,3.6
Sana,Aki,1.81
Shien,Aki,0.74
Shion,Aki,3.84
Sora,Aki,7.33
Subaru,Aki,3.59
Suisei,Aki,2
Temma,Aki,1.36
Towa,Aki,4.21
Watame,Aki,3.74
Aki,Amelia,3.16
Anya,Amelia,11.1
Aqua,Amelia,3.5
Aruran,Amelia,2.88
Astel,Amelia,4.67
Ayame,Amelia,2.38
AZki,Amelia,5.12
Baelz,Amelia,21.57
Botan,Amelia,2.34
Calli,Amelia,18.01
Chloe,Amelia,1.99
Choco,Amelia,2.56
Fauna,Amelia,25.4
Flare,Amelia,1.42
Fubuki,Amelia,2.01
Gura,Amelia,18.06
Haato,Amelia,11.23
Ina,Amelia,23.6
Iofi,Amelia,12.04
Iroha,Amelia,1.77
IRyS,Amelia,20.89
Izuru,Amelia,2.5
Kanata,Amelia,1.03
Kiara,Amelia,19.26
Korone,Amelia,3.13
Koyori,Amelia,1.44
Kronii,Amelia,19.56
Lamy,Amelia,1.36
Laplus,Amelia,1.49
Lui,Amelia,3.39
Luna,Amelia,2.83
Marine,Amelia,1.59
Matsuri,Amelia,2.23
Mel,Amelia,5.2
Miko,Amelia,2.66
Mio,Amelia,2.13
Miyabi,Amelia,0.51
Moona,Amelia,4.23
Mumei,Amelia,23.84
Nene,Amelia,2.68
Noel,Amelia,1.42
Oga,Amelia,6.85
Okayu,Amelia,1.56
Ollie,Amelia,10.7
Pekora,Amelia,1.45
Polka,Amelia,3.41
Reine,Amelia,13.57
Rikka,Amelia,1.07
Risu,Amelia,5.67
Roberu,Amelia,1.7
Roboco,Amelia,3.71
Rushia,Amelia,2
Sana,Amelia,24.86
Shien,Amelia,0.37
Shion,Amelia,1.92
Sora,Amelia,3.29
Subaru,Amelia,1.28
Suisei,Amelia,2.57
Temma,Amelia,0.9
Towa,Amelia,5.26
Watame,Amelia,2.43
Aki,Anya,2.19
Amelia,Anya,1.86
Aqua,Anya,0.97
Aruran,Anya,2.88
Astel,Anya,2.49
Ayame,Anya,0.95
AZki,Anya,2.97
Baelz,Anya,2.46
Botan,Anya,1.51
Calli,Anya,1.83
Chloe,Anya,0.59
Choco,Anya,2.08
Fauna,Anya,2.36
Flare,Anya,1.2
Fubuki,Anya,0.84
Gura,Anya,1.1
Haato,Anya,2.9
Ina,Anya,1.9
Iofi,Anya,9.94
Iroha,Anya,0.91
IRyS,Anya,2.37
Izuru,Anya,2
Kanata,Anya,0.67
Kiara,Anya,2.16
Korone,Anya,0.96
Koyori,Anya,1.06
Kronii,Anya,1.76
Lamy,Anya,0.9
Laplus,Anya,0.78
Lui,Anya,1.76
Luna,Anya,2.07
Marine,Anya,0.81
Matsuri,Anya,1.48
Mel,Anya,2.99
Miko,Anya,0.78
Mio,Anya,1.57
Miyabi,Anya,0.26
Moona,Anya,9.87
Mumei,Anya,2.05
Nene,Anya,1.22
Noel,Anya,1.11
Oga,Anya,2.7
Okayu,Anya,0.96
Ollie,Anya,5.34
Pekora,Anya,0.58
Polka,Anya,1.69
Reine,Anya,7.85
Rikka,Anya,1.07
Risu,Anya,10.91
Roberu,Anya,1.78
Roboco,Anya,2.03
Rushia,Anya,0.88
Sana,Anya,3.99
Shien,Anya,0.92
Shion,Anya,0.9
Sora,Anya,2.76
Subaru,Anya,0.75
Suisei,Anya,0.93
Temma,Anya,1.36
Towa,Anya,1.95
Watame,Anya,1.38
Aki,Aqua,10.46
Amelia,Aqua,3.81
Anya,Aqua,6.31
Aruran,Aqua,5.08
Astel,Aqua,6.03
Ayame,Aqua,17.46
AZki,Aqua,13.86
Baelz,Aqua,3.93
Botan,Aqua,10.26
Calli,Aqua,2.91
Chloe,Aqua,10.66
Choco,Aqua,12.8
Fauna,Aqua,3.51
Flare,Aqua,10.03
Fubuki,Aqua,9.52
Gura,Aqua,2.57
Haato,Aqua,14.51
Ina,Aqua,3.18
Iofi,Aqua,4.69
Iroha,Aqua,8.99
IRyS,Aqua,3.98
Izuru,Aqua,5.75
Kanata,Aqua,10.63
Kiara,Aqua,2.8
Korone,Aqua,12.01
Koyori,Aqua,9.59
Kronii,Aqua,3.02
Lamy,Aqua,9.85
Laplus,Aqua,10.18
Lui,Aqua,9.05
Luna,Aqua,11.42
Marine,Aqua,13.5
Matsuri,Aqua,13.96
Mel,Aqua,17.24
Miko,Aqua,9.22
Mio,Aqua,12.77
Miyabi,Aqua,3.34
Moona,Aqua,2.92
Mumei,Aqua,3.52
Nene,Aqua,12.34
Noel,Aqua,9.17
Oga,Aqua,4.15
Okayu,Aqua,11.02
Ollie,Aqua,2.95
Pekora,Aqua,8.66
Polka,Aqua,11.97
Reine,Aqua,2.82
Rikka,Aqua,3.49
Risu,Aqua,3.13
Roberu,Aqua,5.01
Roboco,Aqua,12.33
Rushia,Aqua,14.64
Sana,Aqua,3.02
Shien,Aqua,3.31
Shion,Aqua,27.05
Sora,Aqua,11.63
Subaru,Aqua,8.67
Suisei,Aqua,11.33
Temma,Aqua,4.3
Towa,Aqua,14.79
Watame,Aqua,7.08
Aki,Aruran,2.92
Amelia,Aruran,0.63
Anya,Aruran,3.78
Aqua,Aruran,1.03
Astel,Aruran,20.5
Ayame,Aruran,0.6
AZki,Aruran,1.82
Baelz,Aruran,0.74
Botan,Aruran,1.51
Calli,Aruran,0.65
Chloe,Aruran,0.64
Choco,Aruran,1.73
Fauna,Aruran,0.57
Flare,Aruran,1.6
Fubuki,Aruran,0.93
Gura,Aruran,0.4
Haato,Aruran,1.38
Ina,Aruran,0.66
Iofi,Aruran,2.22
Iroha,Aruran,1.02
IRyS,Aruran,0.76
Izuru,Aruran,28
Kanata,Aruran,1.06
Kiara,Aruran,0.74
Korone,Aruran,1.06
Koyori,Aruran,0.96
Kronii,Aruran,0.52
Lamy,Aruran,1.04
Laplus,Aruran,0.62
Lui,Aruran,1.47
Luna,Aruran,1.24
Marine,Aruran,1.01
Matsuri,Aruran,1.69
Mel,Aruran,1.71
Miko,Aruran,0.81
Mio,Aruran,1.27
Miyabi,Aruran,58.1
Moona,Aruran,0.6
Mumei,Aruran,0.61
Nene,Aruran,1.33
Noel,Aruran,1.19
Oga,Aruran,29.49
Okayu,Aruran,1.68
Ollie,Aruran,1.38
Pekora,Aruran,0.77
Polka,Aruran,1.74
Reine,Aruran,1.45
Rikka,Aruran,35.66
Risu,Aruran,1.38
Roberu,Aruran,17.41
Roboco,Aruran,1.92
Rushia,Aruran,0.88
Sana,Aruran,1.15
Shien,Aruran,33.89
Shion,Aruran,0.85
Sora,Aruran,1.81
Subaru,Aruran,1.03
Suisei,Aruran,0.76
Temma,Aruran,55.2
Towa,Aruran,1.11
Watame,Aruran,1.12
Aki,Astel,1.78
Amelia,Astel,1.31
Anya,Astel,4.16
Aqua,Astel,1.55
Aruran,Astel,26.08
Ayame,Astel,0.95
AZki,Astel,1.65
Baelz,Astel,1.41
Botan,Astel,1.01
Calli,Astel,1.22
Chloe,Astel,0.64
Choco,Astel,1.09
Fauna,Astel,1.19
Flare,Astel,1.12
Fubuki,Astel,0.81
Gura,Astel,0.76
Haato,Astel,1.6
Ina,Astel,1
Iofi,Astel,3.46
Iroha,Astel,0.75
IRyS,Astel,1.34
Izuru,Astel,53.5
Kanata,Astel,0.65
Kiara,Astel,1.06
Korone,Astel,0.87
Koyori,Astel,0.71
Kronii,Astel,1.11
Lamy,Astel,0.75
Laplus,Astel,0.65
Lui,Astel,1.24
Luna,Astel,1.18
Marine,Astel,0.72
Matsuri,Astel,1.66
