from,to,value
Anya,Anya,
Iofi,Anya,12.5
Kaela,Anya,4.08
Kobo,Anya,2.86
Moona,Anya,9.87
Ollie,Anya,11.74
Reine,Anya,10.79
Risu,Anya,7.36
Zeta,Anya,8.42
Anya,Iofi,18.16
Kaela,Iofi,5.08
Kobo,Iofi,4.43
Moona,Iofi,16.54
Ollie,Iofi,14.17
Reine,Iofi,11.81
Risu,Iofi,16.01
Zeta,Iofi,9.36
Anya,Kaela,27.36
Iofi,Kaela,23.46
Kobo,Kaela,12.15
Moona,Kaela,29.36
Ollie,Kaela,24.56
Reine,Kaela,20.7
Risu,Kaela,23.18
Zeta,Kaela,21.75
Anya,Kobo,9.95
Iofi,Kobo,10.62
Kaela,Kobo,6.3
Moona,Kobo,14.36
Ollie,Kobo,10.93
Reine,Kobo,7.29
Risu,Kobo,9.87
Zeta,Kobo,12.16
Anya,Moona,19.15
Iofi,Moona,22.09
Kaela,Moona,8.48
Kobo,Moona,8.01
Ollie,Moona,17.27
Reine,Moona,15.89
Risu,Moona,18.72
Zeta,Moona,13.92
Anya,Ollie,21.64
Iofi,Ollie,17.98
Kaela,Ollie,6.74
Kobo,Ollie,5.79
Moona,Ollie,16.41
Reine,Ollie,17.49
Risu,Ollie,13.78
Zeta,Ollie,9.24
Anya,Reine,18.41
Iofi,Reine,13.87
Kaela,Reine,5.26
Kobo,Reine,3.57
Moona,Reine,13.97
Ollie,Reine,16.19
Risu,Reine,11.27
Zeta,Reine,9.71
Anya,Risu,19.65
Iofi,Risu,29.45
Kaela,Risu,9.23
Kobo,Risu,7.58
Moona,Risu,25.77
Ollie,Risu,19.97
Reine,Risu,17.64
Zeta,Risu,14.04
Anya,Zeta,17.91
Iofi,Zeta,13.7
Kaela,Zeta,6.89
Kobo,Zeta,7.43
Moona,Zeta,15.26
Ollie,Zeta,10.66
Reine,Zeta,12.1
Risu,Zeta,11.17
