from,to,value
Anya,Anya,
Iofi,Anya,10.13
Kaela,Anya,3.53
Kobo,Anya,2.94
Moona,Anya,9.03
Ollie,Anya,9.33
Reine,Anya,9.68
Risu,Anya,4.24
Zeta,Anya,9.8
Anya,Iofi,23.4
Kaela,Iofi,8.81
Kobo,Iofi,7.98
Moona,Iofi,30.39
Ollie,Iofi,22.29
Reine,Iofi,18.38
Risu,Iofi,18.58
Zeta,Iofi,16.9
Anya,Kaela,19.22
Iofi,Kaela,20.75
Kobo,Kaela,10.36
Moona,Kaela,24.64
Ollie,Kaela,18.67
Reine,Kaela,15.81
Risu,Kaela,15.5
Zeta,Kaela,22.3
Anya,Kobo,5.85
Iofi,Kobo,6.88
Kaela,Kobo,3.79
Moona,Kobo,8.83
Ollie,Kobo,7.24
Reine,Kobo,5.93
Risu,Kobo,5.09
Zeta,Kobo,7.1
Anya,Moona,12.26
Iofi,Moona,17.85
Kaela,Moona,6.15
Kobo,Moona,6.02
Ollie,Moona,13.9
Reine,Moona,12.06
Risu,Moona,11.18
Zeta,Moona,10.94
Anya,Ollie,13.65
Iofi,Ollie,14.11
Kaela,Ollie,5.02
Kobo,Ollie,5.32
Moona,Ollie,14.99
Reine,Ollie,12.25
Risu,Ollie,9.41
Zeta,Ollie,8.52
Anya,Reine,13.65
Iofi,Reine,11.22
Kaela,Reine,4.1
Kobo,Reine,4.2
Moona,Reine,12.53
Ollie,Reine,11.81
Risu,Reine,6.78
Zeta,Reine,8.81
Anya,Risu,15.32
Iofi,Risu,29.07
Kaela,Risu,10.3
Kobo,Risu,9.24
Moona,Risu,29.77
Ollie,Risu,23.24
Reine,Risu,17.39
Zeta,Risu,16.34
Anya,Zeta,19.22
Iofi,Zeta,14.35
Kaela,Zeta,8.04
Kobo,Zeta,7.0
Moona,Zeta,15.81
Ollie,Zeta,11.43
Reine,Zeta,12.25
Risu,Zeta,8.87
