from,to,value
Anya,Anya,
Iofi,Anya,11.23
Kaela,Anya,6.67
Kobo,Anya,7.3
Moona,Anya,11.06
Ollie,Anya,10.62
Reine,Anya,11.81
Risu,Anya,8.58
Zeta,Anya,11.05
Anya,Iofi,28.4
Kaela,Iofi,20.98
Kobo,Iofi,24.54
Moona,Iofi,35.64
Ollie,Iofi,27.2
Reine,Iofi,28.5
Risu,Iofi,27.06
Zeta,Iofi,26.1
Anya,Kaela,31.92
Iofi,Kaela,39.73
Kobo,Kaela,29.95
Moona,Kaela,37.72
Ollie,Kaela,36.54
Reine,Kaela,36.38
Risu,Kaela,30.98
Zeta,Kaela,38.41
Anya,Kobo,12.03
Iofi,Kobo,15.98
Kaela,Kobo,10.29
Moona,Kobo,18.18
Ollie,Kobo,11.55
Reine,Kobo,11.09
Risu,Kobo,11.41
Zeta,Kobo,14.89
Anya,Moona,21.94
Iofi,Moona,27.95
Kaela,Moona,15.62
Kobo,Moona,21.89
Ollie,Moona,21.06
Reine,Moona,23.34
Risu,Moona,21.27
Zeta,Moona,21.0
Anya,Ollie,21.74
Iofi,Ollie,22.01
Kaela,Ollie,15.61
Kobo,Ollie,14.35
Moona,Ollie,21.73
Reine,Ollie,24.84
Risu,Ollie,15.8
Zeta,Ollie,18.58
Anya,Reine,20.78
Iofi,Reine,19.84
Kaela,Reine,13.37
Kobo,Reine,11.86
Moona,Reine,20.71
Ollie,Reine,21.37
Risu,Reine,13.87
Zeta,Reine,17.39
Anya,Risu,31.97
Iofi,Risu,39.89
Kaela,Risu,24.11
Kobo,Risu,25.84
Moona,Risu,39.99
Ollie,Risu,28.8
Reine,Risu,29.39
Zeta,Risu,30.27
Anya,Zeta,28.81
Iofi,Zeta,26.92
Kaela,Zeta,20.91
Kobo,Zeta,23.58
Moona,Zeta,27.61
Ollie,Zeta,23.68
Reine,Zeta,25.77
Risu,Zeta,21.17
