from,to,value
Amelia,Amelia,
Baelz,Amelia,7.01
Bijou,Amelia,5.36
Calli,Amelia,5.38
Fauna,Amelia,5.72
FuwaMoco,Amelia,4.16
IRyS,Amelia,4.68
Ina,Amelia,6.56
Kiara,Amelia,9.06
Kronii,Amelia,5.56
Mumei,Amelia,9.16
Nerissa,Amelia,5.16
Shiori,Amelia,5.35
Amelia,Baelz,12.92
Bijou,Baelz,12.16
Calli,Baelz,13.68
Fauna,Baelz,11.73
FuwaMoco,Baelz,9.93
IRyS,Baelz,17.06
Ina,Baelz,11.34
Kiara,Baelz,17.18
Kronii,Baelz,17.07
Mumei,Baelz,22.5
Nerissa,Baelz,13.95
Shiori,Baelz,12.99
Amelia,Bijou,19.38
Baelz,Bijou,23.85
Calli,Bijou,15.27
Fauna,Bijou,21.05
FuwaMoco,Bijou,18.94
IRyS,Bijou,16.76
Ina,Bijou,16.21
Kiara,Bijou,18.3
Kronii,Bijou,19.27
Mumei,Bijou,23.86
Nerissa,Bijou,23.74
Shiori,Bijou,23.16
Amelia,Calli,20.47
Baelz,Calli,28.27
Bijou,Calli,16.08
Fauna,Calli,14.89
FuwaMoco,Calli,12.33
IRyS,Calli,18.58
Ina,Calli,15.61
Kiara,Calli,30.24
Kronii,Calli,25.15
Mumei,Calli,19.88
Nerissa,Calli,23.58
Shiori,Calli,21.97
Amelia,Fauna,22.32
Baelz,Fauna,24.81
Bijou,Fauna,22.7
Calli,Fauna,15.25
FuwaMoco,Fauna,15.2
IRyS,Fauna,18.5
Ina,Fauna,18.97
Kiara,Fauna,21.03
Kronii,Fauna,23.1
Mumei,Fauna,29.89
Nerissa,Fauna,23.91
Shiori,Fauna,23.41
Amelia,FuwaMoco,13.84
Baelz,FuwaMoco,17.93
Bijou,FuwaMoco,17.43
Calli,FuwaMoco,10.78
Fauna,FuwaMoco,12.98
IRyS,FuwaMoco,14.44
Ina,FuwaMoco,11.29
Kiara,FuwaMoco,14.03
Kronii,FuwaMoco,11.92
Mumei,FuwaMoco,16.41
Nerissa,FuwaMoco,16.83
Shiori,FuwaMoco,15.71
Amelia,IRyS,18.12
Baelz,IRyS,35.82
Bijou,IRyS,17.94
Calli,IRyS,18.88
Fauna,IRyS,18.36
FuwaMoco,IRyS,16.79
Ina,IRyS,15.76
Kiara,IRyS,21.63
Kronii,IRyS,24.6
Mumei,IRyS,26.57
Nerissa,IRyS,20.21
Shiori,IRyS,19.5
Amelia,Ina,22.15
Baelz,Ina,20.76
Bijou,Ina,15.13
Calli,Ina,13.84
Fauna,Ina,16.42
FuwaMoco,Ina,11.45
IRyS,Ina,13.75
Kiara,Ina,20.85
Kronii,Ina,15.2
Mumei,Ina,18.37
Nerissa,Ina,14.17
Shiori,Ina,13.24
Amelia,Kiara,20.3
Baelz,Kiara,20.89
Bijou,Kiara,11.35
Calli,Kiara,17.81
Fauna,Kiara,12.09
FuwaMoco,Kiara,9.46
IRyS,Kiara,12.53
Ina,Kiara,13.85
Kronii,Kiara,14.79
Mumei,Kiara,14.54
Nerissa,Kiara,17.71
Shiori,Kiara,14.93
Amelia,Kronii,15.94
Baelz,Kronii,26.54
Bijou,Kronii,15.27
Calli,Kronii,18.93
Fauna,Kronii,16.98
FuwaMoco,Kronii,10.26
IRyS,Kronii,18.21
Ina,Kronii,12.9
Kiara,Kronii,18.9
Mumei,Kronii,25.82
Nerissa,Kronii,22.74
Shiori,Kronii,21.41
Amelia,Mumei,15.27
Baelz,Mumei,20.35
Bijou,Mumei,11.0
Calli,Mumei,8.7
Fauna,Mumei,12.78
FuwaMoco,Mumei,8.22
IRyS,Mumei,11.45
Ina,Mumei,9.08
Kiara,Mumei,10.82
Kronii,Mumei,15.02
Nerissa,Mumei,12.13
Shiori,Mumei,11.24
Amelia,Nerissa,13.34
Baelz,Nerissa,19.57
Bijou,Nerissa,16.99
Calli,Nerissa,16.02
Fauna,Nerissa,15.86
FuwaMoco,Nerissa,13.09
IRyS,Nerissa,13.51
Ina,Nerissa,10.87
Kiara,Nerissa,20.43
Kronii,Nerissa,20.53
Mumei,Nerissa,18.82
Shiori,Nerissa,25.13
Amelia,Shiori,14.35
Baelz,Shiori,18.89
Bijou,Shiori,17.17
Calli,Shiori,15.47
Fauna,Shiori,16.1
FuwaMoco,Shiori,12.66
IRyS,Shiori,13.51
Ina,Shiori,10.52
Kiara,Shiori,17.85
Kronii,Shiori,20.03
Mumei,Shiori,18.07
Nerissa,Shiori,26.05
