from,to,value
Aki,Aki,
Amelia,Aki,1.19
Anya,Aki,3.75
Aqua,Aki,2.73
Aruran,Aki,2.56
Astel,Aki,1.28
Ayame,Aki,2.27
AZki,Aki,12.25
Baelz,Aki,1.96
Botan,Aki,3.62
Calli,Aki,1.35
Chloe,Aki,1.62
Choco,Aki,10.18
Fauna,Aki,1.98
Flare,Aki,4.09
Fubuki,Aki,1.79
Gura,Aki,0.76
Haato,Aki,4.73
Ina,Aki,1.4
Iofi,Aki,2.82
Iroha,Aki,1.89
IRyS,Aki,1.97
Izuru,Aki,1.13
Kanata,Aki,2.91
Kiara,Aki,1.75
Korone,Aki,3.26
Koyori,Aki,2.02
Kronii,Aki,1.12
Lamy,Aki,2.87
Laplus,Aki,1.26
Lui,Aki,2.42
Luna,Aki,4.76
Marine,Aki,2.21
Matsuri,Aki,5.61
Mel,Aki,14.43
Miko,Aki,2.99
Mio,Aki,5.66
Miyabi,Aki,1.18
Moona,Aki,1.7
Mumei,Aki,0.96
Nene,Aki,4.28
Noel,Aki,4.39
Oga,Aki,2.45
Okayu,Aki,2.6
Ollie,Aki,1.43
Pekora,Aki,1.55
Polka,Aki,5.01
Reine,Aki,1.8
Rikka,Aki,1.02
Risu,Aki,1.29
Roberu,Aki,2.34
Roboco,Aki,11.86
Rushia,Aki,2.73
Sana,Aki,2.25
Shien,Aki,1.18
Shion,Aki,3.08
Sora,Aki,7.24
Subaru,Aki,2.38
Suisei,Aki,2.3
Temma,Aki,0.69
Towa,Aki,5.27
Watame,Aki,3.81
Aki,Amelia,7.11
Anya,Amelia,11.64
Aqua,Amelia,2.65
Aruran,Amelia,2.93
Astel,Amelia,3.97
Ayame,Amelia,2.6
AZki,Amelia,7.83
Baelz,Amelia,27.82
Botan,Amelia,4.08
Calli,Amelia,23.34
Chloe,Amelia,3.36
Choco,Amelia,3.45
Fauna,Amelia,34.21
Flare,Amelia,2.54
Fubuki,Amelia,3
Gura,Amelia,28.74
Haato,Amelia,13.97
Ina,Amelia,27.84
Iofi,Amelia,4.55
Iroha,Amelia,3.27
IRyS,Amelia,25.17
Izuru,Amelia,1.13
Kanata,Amelia,1.93
Kiara,Amelia,25.63
Korone,Amelia,3.94
Koyori,Amelia,2.57
Kronii,Amelia,24.2
Lamy,Amelia,1.63
Laplus,Amelia,2.12
Lui,Amelia,4.46
Luna,Amelia,3.54
Marine,Amelia,2.25
Matsuri,Amelia,2.96
Mel,Amelia,6.62
Miko,Amelia,2.73
Mio,Amelia,2.5
Miyabi,Amelia,0.95
Moona,Amelia,7.5
Mumei,Amelia,31.69
Nene,Amelia,4.39
Noel,Amelia,2.42
Oga,Amelia,2.71
Okayu,Amelia,1.51
Ollie,Amelia,15.32
Pekora,Amelia,2.3
Polka,Amelia,4.42
Reine,Amelia,14.4
Rikka,Amelia,1.83
Risu,Amelia,8.64
Roberu,Amelia,2.18
Roboco,Amelia,7.32
Rushia,Amelia,2.78
Sana,Amelia,32.78
Shien,Amelia,1.85
Shion,Amelia,2.6
Sora,Amelia,8.28
Subaru,Amelia,1.89
Suisei,Amelia,3.05
Temma,Amelia,1.73
Towa,Amelia,4.99
Watame,Amelia,3.35
Aki,Anya,4.2
Amelia,Anya,2.18
Aqua,Anya,1.13
Aruran,Anya,3.23
Astel,Anya,2.6
Ayame,Anya,1.09
AZki,Anya,3.61
Baelz,Anya,3.64
Botan,Anya,1.68
Calli,Anya,1.94
Chloe,Anya,0.93
Choco,Anya,3.92
Fauna,Anya,3.02
Flare,Anya,1.53
Fubuki,Anya,0.97
Gura,Anya,1.81
Haato,Anya,2.62
Ina,Anya,2.7
Iofi,Anya,20.91
Iroha,Anya,0.98
IRyS,Anya,3.33
Izuru,Anya,1.7
Kanata,Anya,1.12
Kiara,Anya,2.88
Korone,Anya,1.24
Koyori,Anya,1.1
Kronii,Anya,3.13
Lamy,Anya,1.33
Laplus,Anya,0.84
Lui,Anya,1.59
Luna,Anya,2.21
Marine,Anya,0.72
Matsuri,Anya,1.87
Mel,Anya,4.54
Miko,Anya,0.97
Mio,Anya,1.79
Miyabi,Anya,1.18
Moona,Anya,16.48
Mumei,Anya,2.27
Nene,Anya,1.84
Noel,Anya,1.36
Oga,Anya,2.84
Okayu,Anya,0.91
Ollie,Anya,10.85
Pekora,Anya,0.81
Polka,Anya,2.26
Reine,Anya,15.05
Rikka,Anya,1.02
Risu,Anya,21.14
Roberu,Anya,1.93
Roboco,Anya,4.03
Rushia,Anya,1.02
Sana,Anya,4.66
Shien,Anya,0.84
Shion,Anya,1.48
Sora,Anya,4.07
Subaru,Anya,1.11
Suisei,Anya,0.99
Temma,Anya,1.38
Towa,Anya,2.62
Watame,Anya,1.26
Aki,Aqua,8.74
Amelia,Aqua,1.42
Anya,Aqua,3.22
Aruran,Aqua,3.42
Astel,Aqua,2.94
Ayame,Aqua,12.91
AZki,Aqua,10.84
Baelz,Aqua,2.64
Botan,Aqua,9.03
Calli,Aqua,1.42
Chloe,Aqua,6.36
Choco,Aqua,19.19
Fauna,Aqua,1.5
Flare,Aqua,8.11
Fubuki,Aqua,5.23
Gura,Aqua,1.31
Haato,Aqua,7.33
Ina,Aqua,1.49
Iofi,Aqua,1.45
Iroha,Aqua,6.39
IRyS,Aqua,2.34
Izuru,Aqua,3.78
Kanata,Aqua,9.24
Kiara,Aqua,1.71
Korone,Aqua,9.35
Koyori,Aqua,7.52
Kronii,Aqua,1.31
Lamy,Aqua,8.83
Laplus,Aqua,6.33
Lui,Aqua,6.12
Luna,Aqua,7.86
Marine,Aqua,8.78
Matsuri,Aqua,13.78
Mel,Aqua,15.88
Miko,Aqua,9.85
Mio,Aqua,14.05
Miyabi,Aqua,3.07
Moona,Aqua,2.9
Mumei,Aqua,1.44
Nene,Aqua,11.33
Noel,Aqua,10.21
Oga,Aqua,3.87
Okayu,Aqua,11.57
Ollie,Aqua,1.41
Pekora,Aqua,6.04
Polka,Aqua,8.85
Reine,Aqua,1.16
Rikka,Aqua,2.44
Risu,Aqua,1.14
Roberu,Aqua,4.62
Roboco,Aqua,10.43
Rushia,Aqua,10.69
Sana,Aqua,1.46
Shien,Aqua,2.86
Shion,Aqua,20.75
Sora,Aqua,8.58
Subaru,Aqua,9.74
Suisei,Aqua,9.25
Temma,Aqua,2.76
Towa,Aqua,12.41
Watame,Aqua,6.66
Aki,Aruran,3.6
Amelia,Aruran,0.69
Anya,Aruran,4.06
Aqua,Aruran,1.5
Astel,Aruran,21.98
Ayame,Aruran,1.09
AZki,Aruran,2.41
Baelz,Aruran,1.01
Botan,Aruran,1.92
Calli,Aruran,0.6
Chloe,Aruran,1.1
Choco,Aruran,2.43
Fauna,Aruran,0.74
Flare,Aruran,1.99
Fubuki,Aruran,1.38
Gura,Aruran,0.44
Haato,Aruran,1.23
Ina,Aruran,0.69
Iofi,Aruran,3.18
