from,to,value
Anya,Anya,
Iofi,Anya,12.39
Kaela,Anya,7
Kobo,Anya,3.08
Moona,Anya,9.42
Ollie,Anya,7.38
Reine,Anya,9.96
Risu,Anya,12.5
Zeta,Anya,5.84
Anya,Iofi,28.93
Kaela,Iofi,14.22
Kobo,Iofi,7.55
Moona,Iofi,24.44
Ollie,Iofi,16.95
Reine,Iofi,20.45
Risu,Iofi,31.84
Zeta,Iofi,12.47
Anya,Kaela,41.96
Iofi,Kaela,36.5
Kobo,Kaela,25.02
Moona,Kaela,38.39
Ollie,Kaela,32.21
Reine,Kaela,32.09
Risu,Kaela,44.27
Zeta,Kaela,35.49
Anya,Kobo,37.08
Iofi,Kobo,38.93
Kaela,Kobo,50.27
Moona,Kobo,46.82
Ollie,Kobo,37.65
Reine,Kobo,27.79
Risu,Kobo,47.29
Zeta,Kobo,48.33
Anya,Moona,36.63
Iofi,Moona,40.72
Kaela,Moona,24.91
Kobo,Moona,15.12
Ollie,Moona,27.36
Reine,Moona,27.09
Risu,Moona,45.97
Zeta,Moona,21.93
Anya,Ollie,40.48
Iofi,Ollie,39.85
Kaela,Ollie,29.5
Kobo,Ollie,17.16
Moona,Ollie,38.62
Reine,Ollie,32.18
Risu,Ollie,43.68
Zeta,Ollie,24.73
Anya,Reine,41.96
Iofi,Reine,36.92
Kaela,Reine,22.56
Kobo,Reine,9.73
Moona,Reine,29.36
Ollie,Reine,24.71
Risu,Reine,37.4
Zeta,Reine,17.75
Anya,Risu,32.6
Iofi,Risu,35.58
Kaela,Risu,19.27
Kobo,Risu,10.24
Moona,Risu,30.83
Ollie,Risu,20.76
Reine,Risu,23.15
Zeta,Risu,16.56
Anya,Zeta,41.56
Iofi,Zeta,38.03
Kaela,Zeta,42.16
Kobo,Zeta,28.58
Moona,Zeta,40.15
Ollie,Zeta,32.08
Reine,Zeta,29.99
Risu,Zeta,45.21
