from,to,value
Anya,Anya,
Iofi,Anya,16.99
Kaela,Anya,9.86
Kobo,Anya,3.14
Moona,Anya,12.67
Ollie,Anya,10.66
Reine,Anya,13.73
Risu,Anya,18.18
Zeta,Anya,7.79
Anya,Iofi,30.71
Kaela,Iofi,14.46
Kobo,Iofi,5.96
Moona,Iofi,21.09
Ollie,Iofi,17.17
Reine,Iofi,18.41
Risu,Iofi,27.03
Zeta,Iofi,12.58
Anya,Kaela,50.49
Iofi,Kaela,40.96
Kobo,Kaela,16.58
Moona,Kaela,41.61
Ollie,Kaela,34.51
Reine,Kaela,39.2
Risu,Kaela,47.7
Zeta,Kaela,34.49
Anya,Kobo,49.18
Iofi,Kobo,51.55
Kaela,Kobo,50.68
Moona,Kobo,51.55
Ollie,Kobo,45.69
Reine,Kobo,38.67
Risu,Kobo,54.77
Zeta,Kobo,49.38
Anya,Moona,31.78
Iofi,Moona,29.26
Kaela,Moona,20.38
Kobo,Moona,8.26
Ollie,Moona,23
Reine,Moona,24.59
Risu,Moona,35.59
Zeta,Moona,17.11
Anya,Ollie,34.98
Iofi,Ollie,31.17
Kaela,Ollie,22.11
Kobo,Ollie,9.58
Moona,Ollie,30.08
Reine,Ollie,29.28
Risu,Ollie,34.4
Zeta,Ollie,19.34
Anya,Reine,37.86
Iofi,Reine,28.08
Kaela,Reine,21.12
Kobo,Reine,6.82
Moona,Reine,27.03
Ollie,Reine,24.61
Risu,Reine,34.03
Zeta,Reine,17.06
Anya,Risu,31.94
Iofi,Risu,26.27
Kaela,Risu,16.37
Kobo,Risu,6.15
Moona,Risu,24.92
Ollie,Risu,18.42
Reine,Risu,21.67
Zeta,Risu,13.61
Anya,Zeta,51.92
Iofi,Zeta,46.39
Kaela,Zeta,44.9
Kobo,Zeta,21.03
Moona,Zeta,45.46
Ollie,Zeta,39.29
Reine,Zeta,41.23
Risu,Zeta,51.65
