from,to,value
Aki,Aki,
Ao,Aki,13.85
Ayame,Aki,9.85
AZki,Aki,11
Botan,Aki,15.55
Chihaya,Aki,10.35
Chloe,Aki,9.71
Choco,Aki,21.93
Flare,Aki,15.23
Fubuki,Aki,8.74
Haato,Aki,10.83
Hajime,Aki,9.79
Iroha,Aki,11.3
Kanade,Aki,9.81
Kanata,Aki,10.39
Korone,Aki,9.43
Koyori,Aki,9.98
Lamy,Aki,10.51
Laplus,Aki,17.48
Lui,Aki,13.06
Luna,Aki,14.26
Marine,Aki,8.26
Matsuri,Aki,15.17
Miko,Aki,7.19
Mio,Aki,10.78
Nene,Aki,11.89
Niko,Aki,10.53
Noel,Aki,10.57
Okayu,Aki,8.77
Pekora,Aki,6.63
Polka,Aki,12.22
Raden,Aki,9.81
Riona,Aki,12.13
Ririka,Aki,12.6
Roboco,Aki,19.74
Shion,Aki,10.85
Sora,Aki,13.68
Su,Aki,11.75
Subaru,Aki,8.61
Suisei,Aki,8.93
Towa,Aki,16.15
Vivi,Aki,10.82
Watame,Aki,10.74
Aki,Ao,26.98
Ayame,Ao,19.46
AZki,Ao,23.89
Botan,Ao,26
Chihaya,Ao,26.39
Chloe,Ao,23.86
Choco,Ao,32.25
Flare,Ao,26.89
Fubuki,Ao,19.94
Haato,Ao,21
Hajime,Ao,29.42
Iroha,Ao,24.68
Kanade,Ao,27.94
Kanata,Ao,25.11
Korone,Ao,22.13
Koyori,Ao,23
Lamy,Ao,25.02
Laplus,Ao,29.18
Lui,Ao,27.16
Luna,Ao,28.64
Marine,Ao,21.45
Matsuri,Ao,30.13
Miko,Ao,17.2
Mio,Ao,22.97
Nene,Ao,25.88
Niko,Ao,27.15
Noel,Ao,24.42
Okayu,Ao,22.24
Pekora,Ao,14.58
Polka,Ao,27.8
Raden,Ao,27.77
Riona,Ao,29.39
Ririka,Ao,33.46
Roboco,Ao,30.44
Shion,Ao,23.54
Sora,Ao,25.06
Su,Ao,30.19
Subaru,Ao,20.72
Suisei,Ao,22.25
Towa,Ao,27.09
Vivi,Ao,28.25
Watame,Ao,22.15
Aki,Ayame,16.64
Ao,Ayame,16.88
AZki,Ayame,21.45
Botan,Ayame,19.79
Chihaya,Ayame,17.71
Chloe,Ayame,22.42
Choco,Ayame,29.24
Flare,Ayame,22.89
Fubuki,Ayame,16.59
Haato,Ayame,16.76
Hajime,Ayame,17.13
Iroha,Ayame,23.78
Kanade,Ayame,16.7
Kanata,Ayame,20.79
Korone,Ayame,15.77
Koyori,Ayame,16.79
Lamy,Ayame,19.45
Laplus,Ayame,21.9
Lui,Ayame,18.08
Luna,Ayame,21.91
Marine,Ayame,15.17
