from,to,value
Anya,Anya,
Iofi,Anya,6.78
Kaela,Anya,1.95
Kobo,Anya,2.63
Moona,Anya,4.03
Ollie,Anya,3.81
Reine,Anya,7.36
Risu,Anya,4.85
Zeta,Anya,6.68
Anya,Iofi,31.23
Kaela,Iofi,7.58
Kobo,Iofi,9.81
Moona,Iofi,14.56
Ollie,Iofi,14.04
Reine,Iofi,21.04
Risu,Iofi,21.08
Zeta,Iofi,18.67
Anya,Kaela,46.03
Iofi,Kaela,38.82
Kobo,Kaela,23.42
Moona,Kaela,49.17
Ollie,Kaela,49.04
Reine,Kaela,52.28
Risu,Kaela,47.79
Zeta,Kaela,40.77
Anya,Kobo,10.83
Iofi,Kobo,8.78
Kaela,Kobo,4.1
Moona,Kobo,6.56
Ollie,Kobo,7.41
Reine,Kobo,7.25
Risu,Kobo,7.76
Zeta,Kobo,9.18
Anya,Moona,45.13
Iofi,Moona,35.41
Kaela,Moona,23.35
Kobo,Moona,17.82
Ollie,Moona,36.97
Reine,Moona,46.79
Risu,Moona,37.16
Zeta,Moona,32.45
Anya,Ollie,48.74
Iofi,Ollie,38.98
Kaela,Ollie,26.6
Kobo,Ollie,22.99
Moona,Ollie,42.22
Reine,Ollie,51.01
Risu,Ollie,42.31
Zeta,Ollie,34.06
Anya,Reine,35.56
Iofi,Reine,22.08
Kaela,Reine,10.71
Kobo,Reine,8.49
Moona,Reine,20.19
Ollie,Reine,19.27
Risu,Reine,21.87
Zeta,Reine,20.85
Anya,Risu,34.48
Iofi,Risu,32.59
Kaela,Risu,14.43
Kobo,Risu,13.4
Moona,Risu,23.63
Ollie,Risu,23.55
Reine,Risu,32.21
Zeta,Risu,23.74
Anya,Zeta,33.75
Iofi,Zeta,20.51
Kaela,Zeta,8.75
Kobo,Zeta,11.25
Moona,Zeta,14.66
Ollie,Zeta,13.47
Reine,Zeta,21.82
Risu,Zeta,16.87
