from,to,value
Aki,Aki,
Aqua,Aki,1.76
Ayame,Aki,1.77
AZki,Aki,4.58
Botan,Aki,2.49
Chloe,Aki,1.61
Choco,Aki,6.22
Flare,Aki,3.85
Fubuki,Aki,2.27
Haato,Aki,4.56
Iroha,Aki,2.11
Kanata,Aki,2.33
Korone,Aki,2.07
Koyori,Aki,1.74
Lamy,Aki,2.56
Lui,Aki,2.57
Luna,Aki,3.99
Marine,Aki,2.1
Matsuri,Aki,3.46
Mel,Aki,5.77
Miko,Aki,1.94
Mio,Aki,3.8
Nene,Aki,2.98
Noel,Aki,2.67
Okayu,Aki,2.15
Pekora,Aki,1.43
Polka,Aki,3.89
Roboco,Aki,6.18
Shion,Aki,3.81
Sora,Aki,4.13
Subaru,Aki,1.81
Suisei,Aki,1.62
Towa,Aki,2.79
Watame,Aki,2.98
Aki,Aqua,8.63
Ayame,Aqua,14.58
AZki,Aqua,10.65
Botan,Aqua,6.38
Chloe,Aqua,10.52
Choco,Aqua,11.9
Flare,Aqua,9.02
Fubuki,Aqua,10.58
Haato,Aqua,10.06
Iroha,Aqua,9.64
Kanata,Aqua,10.7
Korone,Aqua,7.25
Koyori,Aqua,8.84
Lamy,Aqua,8.85
Lui,Aqua,7.65
Luna,Aqua,9.59
Marine,Aqua,12.71
Matsuri,Aqua,12.07
Mel,Aqua,11.75
Miko,Aqua,7.9
Mio,Aqua,11.86
Nene,Aqua,10.65
Noel,Aqua,9.95
Okayu,Aqua,9.8
Pekora,Aqua,7.26
Polka,Aqua,10.57
Roboco,Aqua,10.1
Shion,Aqua,29.22
Sora,Aqua,10.61
Subaru,Aqua,7.73
Suisei,Aqua,11.51
Towa,Aqua,10.93
Watame,Aqua,7.87
Aki,Ayame,5.52
Aqua,Ayame,9.24
AZki,Ayame,7.63
Botan,Ayame,6.84
Chloe,Ayame,7.35
Choco,Ayame,7.74
Flare,Ayame,6.76
Fubuki,Ayame,7.94
Haato,Ayame,8.4
Iroha,Ayame,7.8
Kanata,Ayame,5.66
Korone,Ayame,4.67
Koyori,Ayame,4.52
Lamy,Ayame,5.95
Lui,Ayame,5.5
Luna,Ayame,6.65
Marine,Ayame,5.42
Matsuri,Ayame,8.4
Mel,Ayame,8.38
Miko,Ayame,4.6
Mio,Ayame,10.16
Nene,Ayame,6.38
Noel,Ayame,5.55
Okayu,Ayame,6.63
Pekora,Ayame,4.09
Polka,Ayame,7.64
Roboco,Ayame,8.78
Shion,Ayame,19.03
