from,to,value
Amelia,Amelia,
Baelz,Amelia,20.02
Calli,Amelia,21.91
Fauna,Amelia,21.35
Gura,Amelia,23.72
Ina,Amelia,34.13
IRyS,Amelia,20.99
Kiara,Amelia,23.78
Kronii,Amelia,28.47
Mumei,Amelia,34.93
Amelia,Baelz,34
Calli,Baelz,30.64
Fauna,Baelz,35.3
Gura,Baelz,29.49
Ina,Baelz,43.15
IRyS,Baelz,38.01
Kiara,Baelz,31.01
Kronii,Baelz,44.28
Mumei,Baelz,52.53
Amelia,Calli,29.93
Baelz,Calli,24.65
Fauna,Calli,20.49
Gura,Calli,20.24
Ina,Calli,32.62
IRyS,Calli,24.35
Kiara,Calli,29.27
Kronii,Calli,33.5
Mumei,Calli,30.89
Amelia,Fauna,33.51
Baelz,Fauna,32.62
Calli,Fauna,23.54
Gura,Fauna,30.36
Ina,Fauna,40.22
IRyS,Fauna,32.16
Kiara,Fauna,28.27
Kronii,Fauna,39.45
Mumei,Fauna,50.68
Amelia,Gura,33.66
Baelz,Gura,24.65
Calli,Gura,21.03
Fauna,Gura,27.46
Ina,Gura,35.54
IRyS,Gura,25.77
Kiara,Gura,26.42
Kronii,Gura,30.66
Mumei,Gura,43.08
Amelia,Ina,21.08
Baelz,Ina,15.69
Calli,Ina,14.75
Fauna,Ina,15.83
Gura,Ina,15.47
IRyS,Ina,16.18
Kiara,Ina,17.04
Kronii,Ina,21.61
Mumei,Ina,26.03
Amelia,IRyS,29.54
Baelz,IRyS,31.49
Calli,IRyS,25.08
Fauna,IRyS,28.84
Gura,IRyS,25.55
Ina,IRyS,36.86
Kiara,IRyS,25.75
Kronii,IRyS,41.23
Mumei,IRyS,43.15
Amelia,Kiara,37.31
Baelz,Kiara,28.65
Calli,Kiara,33.61
Fauna,Kiara,28.26
Gura,Kiara,29.22
Ina,Kiara,43.3
IRyS,Kiara,28.72
Kronii,Kiara,35.69
Mumei,Kiara,37.95
Amelia,Kronii,16.86
Baelz,Kronii,15.44
Calli,Kronii,14.53
Fauna,Kronii,14.89
Gura,Kronii,12.79
Ina,Kronii,20.72
IRyS,Kronii,17.36
Kiara,Kronii,13.47
Mumei,Kronii,31.71
Amelia,Mumei,15.36
Baelz,Mumei,13.6
Calli,Mumei,9.94
Fauna,Mumei,14.2
Gura,Mumei,13.35
Ina,Mumei,18.53
IRyS,Mumei,13.48
Kiara,Mumei,10.63
Kronii,Mumei,23.54
