from,to,value
Amelia,Amelia,
Baelz,Amelia,25.63
Calli,Amelia,25.29
Fauna,Amelia,25.92
Gura,Amelia,26.78
Ina,Amelia,36.03
IRyS,Amelia,27.51
Kiara,Amelia,30.09
Kronii,Amelia,34.78
Mumei,Amelia,39.24
Amelia,Baelz,35.24
Calli,Baelz,31.99
Fauna,Baelz,36.63
Gura,Baelz,29.01
Ina,Baelz,41.96
IRyS,Baelz,41.59
Kiara,Baelz,35.03
Kronii,Baelz,45.01
Mumei,Baelz,52.49
Amelia,Calli,30.98
Baelz,Calli,28.49
Fauna,Calli,24.27
Gura,Calli,22.49
Ina,Calli,34.13
IRyS,Calli,29.3
Kiara,Calli,33.51
Kronii,Calli,37.54
Mumei,Calli,34.87
Amelia,Fauna,33.54
Baelz,Fauna,34.47
Calli,Fauna,25.65
Gura,Fauna,28.74
Ina,Fauna,40.98
IRyS,Fauna,36.41
Kiara,Fauna,32.31
Kronii,Fauna,41.5
Mumei,Fauna,52.11
Amelia,Gura,39.45
Baelz,Gura,31.08
Calli,Gura,27.06
Fauna,Gura,32.72
Ina,Gura,40.23
IRyS,Gura,32.83
Kiara,Gura,33.19
Kronii,Gura,37.41
Mumei,Gura,47.34
Amelia,Ina,21.92
Baelz,Ina,18.56
Calli,Ina,16.95
Fauna,Ina,19.27
Gura,Ina,16.61
IRyS,Ina,20.51
Kiara,Ina,20.87
Kronii,Ina,25.27
Mumei,Ina,29.17
Amelia,IRyS,30.79
Baelz,IRyS,33.85
Calli,IRyS,26.78
Fauna,IRyS,31.49
Gura,IRyS,24.94
Ina,IRyS,37.74
Kiara,IRyS,30.59
Kronii,IRyS,42.95
Mumei,IRyS,44.42
Amelia,Kiara,37.4
Baelz,Kiara,31.66
Calli,Kiara,34.01
Fauna,Kiara,31.03
Gura,Kiara,28
Ina,Kiara,42.64
IRyS,Kiara,33.97
Kronii,Kiara,38.53
Mumei,Kiara,40.86
Amelia,Kronii,20
Baelz,Kronii,18.82
Calli,Kronii,17.63
Fauna,Kronii,18.45
Gura,Kronii,14.61
Ina,Kronii,23.89
IRyS,Kronii,22.07
Kiara,Kronii,17.83
Mumei,Kronii,34.17
Amelia,Mumei,16.18
Baelz,Mumei,15.74
Calli,Mumei,11.74
Fauna,Mumei,16.61
Gura,Mumei,13.25
Ina,Mumei,19.77
IRyS,Mumei,16.36
Kiara,Mumei,13.56
Kronii,Mumei,24.51
