from,to,value
Amelia,Amelia,
Baelz,Amelia,11.15
Bijou,Amelia,4.7
Calli,Amelia,6.12
Fauna,Amelia,7.09
FuwaMoco,Amelia,7.09
IRyS,Amelia,6.25
Ina,Amelia,9.06
Kiara,Amelia,11.67
Kronii,Amelia,8.52
Mumei,Amelia,14.07
Nerissa,Amelia,7.31
Shiori,Amelia,8.44
Amelia,Baelz,25.53
Bijou,Baelz,10.83
Calli,Baelz,14.41
Fauna,Baelz,14.29
FuwaMoco,Baelz,17.71
IRyS,Baelz,16.87
Ina,Baelz,17.48
Kiara,Baelz,21.08
Kronii,Baelz,19.21
Mumei,Baelz,38.28
Nerissa,Baelz,17.13
Shiori,Baelz,16.46
Amelia,Bijou,45.0
Baelz,Bijou,45.22
Calli,Bijou,33.07
Fauna,Bijou,40.82
FuwaMoco,Bijou,44.89
IRyS,Bijou,31.66
Ina,Bijou,36.39
Kiara,Bijou,39.92
Kronii,Bijou,39.15
Mumei,Bijou,46.8
Nerissa,Bijou,50.02
Shiori,Bijou,48.84
Amelia,Calli,41.6
Baelz,Calli,42.76
Bijou,Calli,23.49
Fauna,Calli,28.05
FuwaMoco,Calli,28.46
IRyS,Calli,27.61
Ina,Calli,30.06
Kiara,Calli,40.26
Kronii,Calli,35.73
Mumei,Calli,37.06
Nerissa,Calli,34.47
Shiori,Calli,34.92
Amelia,Fauna,49.48
Baelz,Fauna,43.53
Bijou,Fauna,29.77
Calli,Fauna,28.8
FuwaMoco,Fauna,30.79
IRyS,Fauna,27.86
Ina,Fauna,37.52
Kiara,Fauna,39.38
Kronii,Fauna,38.56
Mumei,Fauna,49.14
Nerissa,Fauna,41.31
Shiori,Fauna,45.47
Amelia,FuwaMoco,27.59
Baelz,FuwaMoco,30.08
Bijou,FuwaMoco,18.26
Calli,FuwaMoco,16.3
Fauna,FuwaMoco,17.17
IRyS,FuwaMoco,21.19
Ina,FuwaMoco,19.46
Kiara,FuwaMoco,23.87
Kronii,FuwaMoco,19.92
Mumei,FuwaMoco,29.33
Nerissa,FuwaMoco,27.1
Shiori,FuwaMoco,23.92
Amelia,IRyS,38.63
Baelz,IRyS,45.51
Bijou,IRyS,20.46
Calli,IRyS,25.11
Fauna,IRyS,24.68
FuwaMoco,IRyS,33.67
Ina,IRyS,27.55
Kiara,IRyS,33.92
Kronii,IRyS,33.37
Mumei,IRyS,41.06
Nerissa,IRyS,29.13
Shiori,IRyS,28.35
Amelia,Ina,38.99
Baelz,Ina,32.86
Bijou,Ina,16.38
Calli,Ina,19.05
Fauna,Ina,23.16
FuwaMoco,Ina,21.54
IRyS,Ina,19.19
Kiara,Ina,33.15
Kronii,Ina,23.8
Mumei,Ina,31.5
Nerissa,Ina,21.42
Shiori,Ina,24.23
Amelia,Kiara,47.42
Baelz,Kiara,37.38
Bijou,Kiara,16.95
Calli,Kiara,24.07
Fauna,Kiara,22.93
FuwaMoco,Kiara,24.93
IRyS,Kiara,22.29
Ina,Kiara,31.28
Kronii,Kiara,27.63
Mumei,Kiara,35.2
Nerissa,Kiara,27.08
Shiori,Kiara,27.35
Amelia,Kronii,38.51
Baelz,Kronii,37.91
Bijou,Kronii,18.5
Calli,Kronii,23.78
Fauna,Kronii,24.99
FuwaMoco,Kronii,23.15
IRyS,Kronii,24.41
Ina,Kronii,24.99
Kiara,Kronii,30.75
Mumei,Kronii,40.22
Nerissa,Kronii,28.46
Shiori,Kronii,29.59
Amelia,Mumei,25.17
Baelz,Mumei,29.89
Bijou,Mumei,8.75
Calli,Mumei,9.75
Fauna,Mumei,12.6
FuwaMoco,Mumei,13.48
IRyS,Mumei,11.88
Ina,Mumei,13.08
Kiara,Mumei,15.49
Kronii,Mumei,15.91
Nerissa,Mumei,14.05
Shiori,Mumei,13.66
Amelia,Nerissa,36.2
Baelz,Nerissa,37.04
Bijou,Nerissa,25.9
Calli,Nerissa,25.13
Fauna,Nerissa,29.34
FuwaMoco,Nerissa,34.51
IRyS,Nerissa,23.35
Ina,Nerissa,24.65
Kiara,Nerissa,33.02
Kronii,Nerissa,31.19
Mumei,Nerissa,38.93
Shiori,Nerissa,40.75
Amelia,Shiori,33.6
Baelz,Shiori,28.62
Bijou,Shiori,20.33
Calli,Shiori,20.46
Fauna,Shiori,25.96
FuwaMoco,Shiori,24.49
IRyS,Shiori,18.27
Ina,Shiori,22.41
Kiara,Shiori,26.81
Kronii,Shiori,26.06
Mumei,Shiori,30.42
Nerissa,Shiori,32.76
