from,to,value
Altare,Altare,
Aruran,Altare,17.67
Astel,Altare,35.38
Axel,Altare,69.12
Dezmond,Altare,58.45
Fuma,Altare,24.96
Gamma,Altare,15.67
Izuru,Altare,21.95
Miyabi,Altare,25.65
Oga,Altare,15.04
Rikka,Altare,20.64
Rio,Altare,28.78
Roberu,Altare,6.45
Shien,Altare,18.91
Temma,Altare,23.15
Uyu,Altare,31.74
Vesper,Altare,45.37
Altare,Aruran,3.93
Astel,Aruran,21.3
Axel,Aruran,5.85
Dezmond,Aruran,3.59
Fuma,Aruran,29.2
Gamma,Aruran,22.4
Izuru,Aruran,28.66
Miyabi,Aruran,51.55
Oga,Aruran,39.02
Rikka,Aruran,34.86
Rio,Aruran,30.92
Roberu,Aruran,20
Shien,Aruran,39.09
Temma,Aruran,53.36
Uyu,Aruran,29.35
Vesper,Aruran,2.85
Altare,Astel,5.38
Aruran,Astel,14.59
Axel,Astel,7.3
Dezmond,Astel,4.58
Fuma,Astel,23.43
Gamma,Astel,14.01
Izuru,Astel,40.85
Miyabi,Astel,30.57
Oga,Astel,13.01
Rikka,Astel,21.56
Rio,Astel,23.69
Roberu,Astel,7.94
Shien,Astel,22.91
Temma,Astel,25.84
Uyu,Astel,23.72
Vesper,Astel,3.43
Altare,Axel,47.23
Aruran,Axel,17.99
Astel,Axel,32.78
Dezmond,Axel,46.4
Fuma,Axel,26.99
Gamma,Axel,19.26
Izuru,Axel,21.95
Miyabi,Axel,27.72
Oga,Axel,19.11
Rikka,Axel,19.27
Rio,Axel,29.85
Roberu,Axel,8.69
Shien,Axel,24
Temma,Axel,26.85
Uyu,Axel,33.62
Vesper,Axel,34.08
Altare,Dezmond,59.49
Aruran,Dezmond,16.45
Astel,Dezmond,30.65
Axel,Dezmond,69.12
Fuma,Dezmond,24.45
Gamma,Dezmond,14.93
Izuru,Dezmond,17.68
Miyabi,Dezmond,22.54
Oga,Dezmond,14.23
Rikka,Dezmond,14.68
Rio,Dezmond,28.11
Roberu,Dezmond,6.54
Shien,Dezmond,16.73
Temma,Dezmond,19.8
Uyu,Dezmond,30.72
Vesper,Dezmond,46.76
Altare,Fuma,2.65
Aruran,Fuma,13.94
Astel,Fuma,16.33
Axel,Fuma,4.19
Dezmond,Fuma,2.55
Gamma,Fuma,22.21
Izuru,Fuma,26.83
Miyabi,Fuma,27.98
Oga,Fuma,14.23
Rikka,Fuma,24.31
Rio,Fuma,31.19
Roberu,Fuma,8.5
Shien,Fuma,21.64
Temma,Fuma,26.17
Uyu,Fuma,35.15
Vesper,Fuma,1.68
Altare,Gamma,3.06
Aruran,Gamma,19.69
Astel,Gamma,17.99
Axel,Gamma,5.51
Dezmond,Gamma,2.87
Fuma,Gamma,40.92
Izuru,Gamma,25
Miyabi,Gamma,33.94
Oga,Gamma,24.39
Rikka,Gamma,32.11
Rio,Gamma,34.54
Roberu,Gamma,16.17
Shien,Gamma,32.73
Temma,Gamma,33.22
Uyu,Gamma,39.76
Vesper,Gamma,1.87
Altare,Izuru,0.65
Aruran,Izuru,3.81
Astel,Izuru,7.93
Axel,Izuru,0.95
Dezmond,Izuru,0.51
Fuma,Izuru,7.47
Gamma,Izuru,3.78
Miyabi,Izuru,13.47
Oga,Izuru,5.69
Rikka,Izuru,14.68
Rio,Izuru,6.56
Roberu,Izuru,2.62
Shien,Izuru,9.82
Temma,Izuru,12.42
Uyu,Izuru,7.34
Vesper,Izuru,0.25
Altare,Miyabi,1.78
Aruran,Miyabi,16.13
Astel,Miyabi,13.96
Axel,Miyabi,2.82
Dezmond,Miyabi,1.54
Fuma,Miyabi,18.34
Gamma,Miyabi,12.07
Izuru,Miyabi,31.71
Oga,Miyabi,16.67
Rikka,Miyabi,27.06
Rio,Miyabi,18.34
Roberu,Miyabi,6.17
Shien,Miyabi,24.91
Temma,Miyabi,49.66
Uyu,Miyabi,20.48
Vesper,Miyabi,0.96
Altare,Oga,0.67
Aruran,Oga,7.78
Astel,Oga,3.79
Axel,Oga,1.24
Dezmond,Oga,0.62
Fuma,Oga,5.94
Gamma,Oga,5.53
Izuru,Oga,8.54
Miyabi,Oga,10.62
Rikka,Oga,14.68
Rio,Oga,6.69
Roberu,Oga,5.79
Shien,Oga,14.36
Temma,Oga,10.4
Uyu,Oga,7.68
Vesper,Oga,0.42
Altare,Rikka,0.81
Aruran,Rikka,6.16
Astel,Rikka,5.56
Axel,Rikka,1.11
Dezmond,Rikka,0.57
Fuma,Rikka,9
Gamma,Rikka,6.45
Izuru,Rikka,19.51
Miyabi,Rikka,15.28
Oga,Rikka,13.01
Rio,Rikka,8.43
Roberu,Rikka,4.49
Shien,Rikka,20.18
Temma,Rikka,15.44
Uyu,Rikka,10.58
Vesper,Rikka,0.42
Altare,Rio,3.87
Aruran,Rio,18.72
Astel,Rio,20.95
Axel,Rio,5.88
Dezmond,Rio,3.71
Fuma,Rio,39.56
Gamma,Rio,23.78
Izuru,Rio,29.88
Miyabi,Rio,35.49
Oga,Rio,20.33
Rikka,Rio,28.9
Roberu,Rio,8.88
Shien,Rio,28.36
Temma,Rio,30.2
Uyu,Rio,44.2
Vesper,Rio,2.68
Altare,Roberu,1.24
Aruran,Roberu,17.34
Astel,Roberu,10.06
Axel,Roberu,2.45
Dezmond,Roberu,1.24
Fuma,Roberu,15.45
Gamma,Roberu,15.94
Izuru,Roberu,17.07
Miyabi,Roberu,17.1
Oga,Roberu,25.2
Rikka,Roberu,22.02
Rio,Roberu,12.72
Shien,Roberu,24.18
Temma,Roberu,20.47
Uyu,Roberu,11.6
Vesper,Roberu,0.83
Altare,Shien,1.87
Aruran,Shien,17.42
Astel,Shien,14.91
Axel,Shien,3.48
Dezmond,Shien,1.63
Fuma,Shien,20.2
Gamma,Shien,16.59
Izuru,Shien,32.93
Miyabi,Shien,35.49
Oga,Shien,32.11
Rikka,Shien,50.92
Rio,Shien,20.88
Roberu,Shien,12.43
Temma,Shien,33.56
Uyu,Shien,23.04
Vesper,Shien,1.02
Altare,Temma,1.24
Aruran,Temma,12.88
Astel,Temma,9.11
Axel,Temma,2.11
Dezmond,Temma,1.04
Fuma,Temma,13.24
Gamma,Temma,9.12
Izuru,Temma,22.56
Miyabi,Temma,38.34
Oga,Temma,12.6
Rikka,Temma,21.1
Rio,Temma,12.05
Roberu,Temma,5.7
Shien,Temma,18.18
Uyu,Temma,12.8
Vesper,Temma,0.66
Altare,Uyu,3.35
Aruran,Uyu,13.94
Astel,Uyu,16.45
Axel,Uyu,5.19
Dezmond,Uyu,3.18
Fuma,Uyu,34.97
Gamma,Uyu,21.47
Izuru,Uyu,26.22
Miyabi,Uyu,31.09
Oga,Uyu,18.29
Rikka,Uyu,28.44
Rio,Uyu,34.67
Roberu,Uyu,6.36
Shien,Uyu,24.55
Temma,Uyu,25.17
Vesper,Uyu,2.15
Altare,Vesper,61.9
Aruran,Vesper,17.5
Astel,Vesper,30.77
Axel,Vesper,68.04
Dezmond,Vesper,62.67
Fuma,Vesper,21.56
Gamma,Vesper,13.09
Izuru,Vesper,11.59
Miyabi,Vesper,18.91
Oga,Vesper,13.01
Rikka,Vesper,14.68
Rio,Vesper,27.18
Roberu,Vesper,5.89
Shien,Vesper,14
Temma,Vesper,16.78
Uyu,Vesper,27.82
