from,to,value
Aruran,Aruran,
Astel,Aruran,18.29
Fuma,Aruran,20.07
Gamma,Aruran,26.78
Izuru,Aruran,37.12
Miyabi,Aruran,32.32
Oga,Aruran,27.25
Rikka,Aruran,30.44
Rio,Aruran,21.29
Roberu,Aruran,19.6
Shien,Aruran,32.49
Temma,Aruran,43.04
Uyu,Aruran,22.08
Aruran,Astel,9.09
Fuma,Astel,14.11
Gamma,Astel,15.34
Izuru,Astel,27.61
Miyabi,Astel,15.36
Oga,Astel,8.48
Rikka,Astel,15.07
Rio,Astel,15.45
Roberu,Astel,9.31
Shien,Astel,18.38
Temma,Astel,19.37
Uyu,Astel,14.9
Aruran,Fuma,21.06
Astel,Fuma,29.79
Gamma,Fuma,70.95
Izuru,Fuma,50.92
Miyabi,Fuma,41.66
Oga,Fuma,23.62
Rikka,Fuma,36.83
Rio,Fuma,67.29
Roberu,Fuma,19.76
Shien,Fuma,41.68
Temma,Fuma,43.76
Uyu,Fuma,69.28
Aruran,Gamma,16.81
Astel,Gamma,19.36
Fuma,Gamma,42.42
Izuru,Gamma,37.42
Miyabi,Gamma,30.31
Oga,Gamma,19.45
Rikka,Gamma,28.84
Rio,Gamma,57.15
Roberu,Gamma,16.38
Shien,Gamma,34.71
Temma,Gamma,33.43
Uyu,Gamma,47.2
Aruran,Izuru,5.37
Astel,Izuru,8.03
Fuma,Izuru,7.01
Gamma,Izuru,8.62
Miyabi,Izuru,10.1
Oga,Izuru,5.45
Rikka,Izuru,10.08
Rio,Izuru,8.39
Roberu,Izuru,4.21
Shien,Izuru,12.04
Temma,Izuru,14.2
Uyu,Izuru,7.83
Aruran,Miyabi,20.71
Astel,Miyabi,19.8
Fuma,Miyabi,25.43
Gamma,Miyabi,30.95
Izuru,Miyabi,44.79
Oga,Miyabi,21
Rikka,Miyabi,31.44
Rio,Miyabi,29.75
Roberu,Miyabi,13.65
Shien,Miyabi,35.97
Temma,Miyabi,54.52
Uyu,Miyabi,28.55
Aruran,Oga,17.96
Astel,Oga,11.24
Fuma,Oga,14.83
Gamma,Oga,20.42
Izuru,Oga,24.85
Miyabi,Oga,21.59
Rikka,Oga,20.46
Rio,Oga,16.19
Roberu,Oga,15.98
Shien,Oga,31.54
Temma,Oga,24.82
Uyu,Oga,16.8
Aruran,Rikka,13.53
Astel,Rikka,13.47
Fuma,Rikka,15.59
Gamma,Rikka,20.42
Izuru,Rikka,30.98
Miyabi,Rikka,21.8
Oga,Rikka,13.8
Rio,Rikka,18.67
Roberu,Rikka,8.35
Shien,Rikka,27.42
Temma,Rikka,23.67
Uyu,Rikka,17.84
Aruran,Rio,14.06
Astel,Rio,20.52
Fuma,Rio,42.33
Gamma,Rio,60.14
Izuru,Rio,38.34
Miyabi,Rio,30.66
Oga,Rio,16.22
Rikka,Rio,27.74
Roberu,Rio,13.42
Shien,Rio,31.54
Temma,Rio,31.71
Uyu,Rio,48.67
Aruran,Roberu,26.43
Astel,Roberu,25.25
Fuma,Roberu,25.39
Gamma,Roberu,35.19
Izuru,Roberu,39.26
Miyabi,Roberu,28.72
Oga,Roberu,32.71
Rikka,Roberu,25.35
Rio,Roberu,27.4
Shien,Roberu,38.51
Temma,Roberu,34
Uyu,Roberu,27.24
Aruran,Shien,9.09
Astel,Shien,10.35
Fuma,Shien,11.11
Gamma,Shien,15.48
Izuru,Shien,23.31
Miyabi,Shien,15.71
Oga,Shien,13.39
Rikka,Shien,17.27
Rio,Shien,13.36
Roberu,Shien,7.99
Temma,Shien,16.36
Uyu,Shien,11.96
Aruran,Temma,13.3
Astel,Temma,12.04
Fuma,Temma,12.89
Gamma,Temma,16.47
Izuru,Temma,30.37
Miyabi,Temma,26.3
Oga,Temma,11.64
Rikka,Temma,16.47
Rio,Temma,14.84
Roberu,Temma,7.79
Shien,Temma,18.07
Uyu,Temma,14.57
Aruran,Uyu,18
Astel,Uyu,24.44
Fuma,Uyu,53.82
Gamma,Uyu,61.34
Izuru,Uyu,44.17
Miyabi,Uyu,36.33
Oga,Uyu,20.79
Rikka,Uyu,32.73
Rio,Uyu,60.11
Roberu,Uyu,16.47
Shien,Uyu,34.87
Temma,Uyu,38.45
