from,to,value
Amelia,Amelia,
Baelz,Amelia,38.74
Calli,Amelia,29.59
Fauna,Amelia,38.34
Gura,Amelia,28.26
Ina,Amelia,33.64
IRyS,Amelia,37.52
Kiara,Amelia,34.13
Kronii,Amelia,33.96
Mumei,Amelia,40.58
Sana,Amelia,48.18
Amelia,Baelz,28.53
Calli,Baelz,27.6
Fauna,Baelz,36.2
Gura,Baelz,23.5
Ina,Baelz,29.11
IRyS,Baelz,40.48
Kiara,Baelz,32.72
Kronii,Baelz,34.5
Mumei,Baelz,39.96
Sana,Baelz,49.48
Amelia,Calli,27.06
Baelz,Calli,34.27
Fauna,Calli,31.73
Gura,Calli,21.19
Ina,Calli,28.55
IRyS,Calli,33.88
Kiara,Calli,32.38
Kronii,Calli,29.34
Mumei,Calli,32.06
Sana,Calli,42.63
Amelia,Fauna,26.84
Baelz,Fauna,34.41
Calli,Fauna,24.3
Gura,Fauna,21.98
Ina,Fauna,29.57
IRyS,Fauna,34.5
Kiara,Fauna,30.65
Kronii,Fauna,32.08
Mumei,Fauna,38.93
Sana,Fauna,47.13
Amelia,Gura,37.72
Baelz,Gura,42.59
Calli,Gura,30.94
Fauna,Gura,41.9
Ina,Gura,36.02
IRyS,Gura,39.34
Kiara,Gura,34.9
Kronii,Gura,38.61
Mumei,Gura,45.39
Sana,Gura,49.01
Amelia,Ina,30.38
Baelz,Ina,35.69
Calli,Ina,28.2
Fauna,Ina,38.13
Gura,Ina,24.37
IRyS,Ina,35.3
Kiara,Ina,35.44
Kronii,Ina,30.34
Mumei,Ina,38.41
Sana,Ina,47.61
Amelia,IRyS,21.84
Baelz,IRyS,31.98
Calli,IRyS,21.56
Fauna,IRyS,28.68
Gura,IRyS,17.15
Ina,IRyS,22.75
Kiara,IRyS,24.83
Kronii,IRyS,26.49
Mumei,IRyS,28.65
Sana,IRyS,38.32
Amelia,Kiara,26.2
Baelz,Kiara,34.1
Calli,Kiara,27.19
Fauna,Kiara,33.61
Gura,Kiara,20.07
Ina,Kiara,30.12
IRyS,Kiara,32.75
Kronii,Kiara,28.32
Mumei,Kiara,33.85
Sana,Kiara,47.47
Amelia,Kronii,24.74
Baelz,Kronii,34.12
Calli,Kronii,23.37
Fauna,Kronii,33.37
Gura,Kronii,21.07
Ina,Kronii,24.48
IRyS,Kronii,33.16
Kiara,Kronii,26.87
Mumei,Kronii,35.59
Sana,Kronii,42.4
Amelia,Mumei,24.27
Baelz,Mumei,32.44
Calli,Mumei,20.96
Fauna,Mumei,33.25
Gura,Mumei,20.34
Ina,Mumei,25.43
IRyS,Mumei,29.44
Kiara,Mumei,26.37
Kronii,Mumei,29.22
Sana,Mumei,40.69
Amelia,Sana,10.7
Baelz,Sana,14.93
Calli,Sana,10.36
Fauna,Sana,14.95
Gura,Sana,8.16
Ina,Sana,11.71
IRyS,Sana,14.63
Kiara,Sana,13.74
Kronii,Sana,12.93
Mumei,Sana,15.12
