from,to,value
Dooby,Dooby,
Nimi,Dooby,11.55
Rica,Dooby,8.33
Sakuna,Dooby,2.64
Dooby,Nimi,41.76
Rica,Nimi,13.59
Sakuna,Nimi,5.0
Dooby,Rica,2.4
Nimi,Rica,1.08
Sakuna,Rica,4.93
Dooby,Sakuna,2.89
Nimi,Sakuna,1.51
Rica,Sakuna,18.73
