from,to,value
Baelz,Baelz,
Bijou,Baelz,20.7
Calli,Baelz,25.39
Fauna,Baelz,24.27
FuwaMoco,Baelz,21.68
Gura,Baelz,22.6
IRyS,Baelz,33.81
Ina,Baelz,28.96
Kiara,Baelz,30.97
Kronii,Baelz,27.64
Mumei,Baelz,31.38
Nerissa,Baelz,24.94
Shiori,Baelz,31.32
Baelz,Bijou,39.87
Calli,Bijou,33.44
Fauna,Bijou,42.41
FuwaMoco,Bijou,36.01
Gura,Bijou,38.69
IRyS,Bijou,46.2
Ina,Bijou,48.25
Kiara,Bijou,45.81
Kronii,Bijou,40.59
Mumei,Bijou,46.69
Nerissa,Bijou,45.75
Shiori,Bijou,54.89
Baelz,Calli,40.43
Bijou,Calli,27.65
Fauna,Calli,30.77
FuwaMoco,Calli,28.41
Gura,Calli,30.51
IRyS,Calli,39.76
Ina,Calli,37.41
Kiara,Calli,43.53
Kronii,Calli,34.99
Mumei,Calli,37.04
Nerissa,Calli,34.51
Shiori,Calli,42.71
Baelz,Fauna,26.88
Bijou,Fauna,24.4
Calli,Fauna,21.41
FuwaMoco,Fauna,20.76
Gura,Fauna,25.97
IRyS,Fauna,29.55
Ina,Fauna,33.47
Kiara,Fauna,36.45
Kronii,Fauna,30.67
Mumei,Fauna,35.73
Nerissa,Fauna,32.28
Shiori,Fauna,39.38
Baelz,FuwaMoco,25.16
Bijou,FuwaMoco,21.7
Calli,FuwaMoco,20.7
Fauna,FuwaMoco,21.74
Gura,FuwaMoco,22.52
IRyS,FuwaMoco,25.75
Ina,FuwaMoco,25.18
Kiara,FuwaMoco,27.06
Kronii,FuwaMoco,21.71
Mumei,FuwaMoco,26.93
Nerissa,FuwaMoco,25.08
Shiori,FuwaMoco,31.11
Baelz,Gura,19.76
Bijou,Gura,17.57
Calli,Gura,16.75
Fauna,Gura,20.49
FuwaMoco,Gura,16.97
IRyS,Gura,21.33
Ina,Gura,25.04
Kiara,Gura,23.97
Kronii,Gura,21.25
Mumei,Gura,25.56
Nerissa,Gura,19.33
Shiori,Gura,25.13
Baelz,IRyS,31.31
Bijou,IRyS,22.22
Calli,IRyS,23.12
Fauna,IRyS,24.7
FuwaMoco,IRyS,20.55
Gura,IRyS,22.58
Ina,IRyS,32.68
Kiara,IRyS,28.91
Kronii,IRyS,28.65
Mumei,IRyS,30.04
Nerissa,IRyS,24.83
Shiori,IRyS,30.79
Baelz,Ina,18.87
Bijou,Ina,16.33
Calli,Ina,15.31
Fauna,Ina,19.68
FuwaMoco,Ina,14.14
Gura,Ina,18.66
IRyS,Ina,23
Kiara,Ina,23.33
Kronii,Ina,18.65
Mumei,Ina,20.87
Nerissa,Ina,17.49
Shiori,Ina,23.47
Baelz,Kiara,23.71
Bijou,Kiara,18.22
Calli,Kiara,20.93
Fauna,Kiara,25.19
FuwaMoco,Kiara,17.86
Gura,Kiara,20.99
IRyS,Kiara,23.91
Ina,Kiara,27.42
Kronii,Kiara,23.69
Mumei,Kiara,27.21
Nerissa,Kiara,26.99
Shiori,Kiara,31.56
Baelz,Kronii,26.85
Bijou,Kronii,20.47
Calli,Kronii,21.34
Fauna,Kronii,26.89
FuwaMoco,Kronii,18.18
Gura,Kronii,23.61
IRyS,Kronii,30.05
Ina,Kronii,27.8
Kiara,Kronii,30.05
Mumei,Kronii,31.97
Nerissa,Kronii,28.55
Shiori,Kronii,34.07
Baelz,Mumei,26.51
Bijou,Mumei,20.49
Calli,Mumei,19.65
Fauna,Mumei,27.25
FuwaMoco,Mumei,19.61
Gura,Mumei,24.7
IRyS,Mumei,27.42
Ina,Mumei,27.07
Kiara,Mumei,30.03
Kronii,Mumei,27.81
Nerissa,Mumei,25.56
Shiori,Mumei,33.11
Baelz,Nerissa,29.62
Bijou,Nerissa,28.22
Calli,Nerissa,25.74
Fauna,Nerissa,34.61
FuwaMoco,Nerissa,25.68
Gura,Nerissa,26.26
IRyS,Nerissa,31.85
Ina,Nerissa,31.89
Kiara,Nerissa,41.86
Kronii,Nerissa,34.91
Mumei,Nerissa,35.93
Shiori,Nerissa,47.14
Baelz,Shiori,23.45
Bijou,Shiori,21.35
Calli,Shiori,20.08
Fauna,Shiori,26.62
FuwaMoco,Shiori,20.07
Gura,Shiori,21.52
IRyS,Shiori,24.9
Ina,Shiori,26.97
Kiara,Shiori,30.86
Kronii,Shiori,26.26
Mumei,Shiori,29.34
Nerissa,Shiori,29.72
