from,to,value
Amelia,Amelia,
Baelz,Amelia,7.52
Bijou,Amelia,7.44
Calli,Amelia,9.58
Fauna,Amelia,10.91
FuwaMoco,Amelia,7.12
Gura,Amelia,15.01
IRyS,Amelia,11.19
Ina,Amelia,10.75
Kiara,Amelia,11.52
Kronii,Amelia,15.14
Mumei,Amelia,11.11
Nerissa,Amelia,8.3
Shiori,Amelia,11.58
Amelia,Baelz,44.65
Bijou,Baelz,35.31
Calli,Baelz,38.82
Fauna,Baelz,40.84
FuwaMoco,Baelz,32.57
Gura,Baelz,34.69
IRyS,Baelz,51.94
Ina,Baelz,41.14
Kiara,Baelz,41.66
Kronii,Baelz,48.88
Mumei,Baelz,45.37
Nerissa,Baelz,38.69
Shiori,Baelz,43.09
Amelia,Bijou,39.19
Baelz,Bijou,31.35
Calli,Bijou,31.49
Fauna,Bijou,37.86
FuwaMoco,Bijou,30.93
Gura,Bijou,32.55
IRyS,Bijou,39.61
Ina,Bijou,36.67
Kiara,Bijou,34.13
Kronii,Bijou,39.41
Mumei,Bijou,35.31
Nerissa,Bijou,39.95
Shiori,Bijou,43.84
Amelia,Calli,40.24
Baelz,Calli,27.49
Bijou,Calli,25.12
Fauna,Calli,28.92
FuwaMoco,Calli,24.55
Gura,Calli,27.04
IRyS,Calli,37.79
Ina,Calli,29.96
Kiara,Calli,35.38
Kronii,Calli,39.73
Mumei,Calli,31.15
Nerissa,Calli,32.27
Shiori,Calli,35.34
Amelia,Fauna,38.7
Baelz,Fauna,24.4
Bijou,Fauna,25.49
Calli,Fauna,24.4
FuwaMoco,Fauna,21.7
Gura,Fauna,30.43
IRyS,Fauna,35.02
Ina,Fauna,32.74
Kiara,Fauna,31.35
Kronii,Fauna,38.68
Mumei,Fauna,36.16
Nerissa,Fauna,29.69
Shiori,Fauna,34.04
Amelia,FuwaMoco,32.18
Baelz,FuwaMoco,24.82
Bijou,FuwaMoco,26.55
Calli,FuwaMoco,26.41
Fauna,FuwaMoco,27.67
Gura,FuwaMoco,26.22
IRyS,FuwaMoco,30.6
Ina,FuwaMoco,26.74
Kiara,FuwaMoco,27.29
Kronii,FuwaMoco,29.1
Mumei,FuwaMoco,30.29
Nerissa,FuwaMoco,30.01
Shiori,FuwaMoco,36.32
Amelia,Gura,28.86
Baelz,Gura,11.24
Bijou,Gura,11.88
Calli,Gura,12.37
Fauna,Gura,16.5
FuwaMoco,Gura,11.15
IRyS,Gura,16.58
Ina,Gura,16.26
Kiara,Gura,14.09
Kronii,Gura,18.62
Mumei,Gura,16.63
Nerissa,Gura,11.86
Shiori,Gura,14.98
Amelia,IRyS,28.64
Baelz,IRyS,22.39
Bijou,IRyS,19.24
Calli,IRyS,23.01
Fauna,IRyS,25.27
FuwaMoco,IRyS,17.32
Gura,IRyS,22.07
Ina,IRyS,23.92
Kiara,IRyS,23.73
Kronii,IRyS,32.67
Mumei,IRyS,26.66
Nerissa,IRyS,23.12
Shiori,IRyS,26.43
Amelia,Ina,28.9
Baelz,Ina,18.63
Bijou,Ina,18.71
Calli,Ina,19.16
Fauna,Ina,24.81
FuwaMoco,Ina,15.89
Gura,Ina,22.73
IRyS,Ina,25.12
Kiara,Ina,26.6
Kronii,Ina,25.79
Mumei,Ina,22.67
Nerissa,Ina,19.28
Shiori,Ina,23.46
Amelia,Kiara,27.05
Baelz,Kiara,16.48
Bijou,Kiara,15.21
Calli,Kiara,19.77
Fauna,Kiara,20.76
FuwaMoco,Kiara,14.17
Gura,Kiara,17.21
IRyS,Kiara,21.78
Ina,Kiara,23.25
Kronii,Kiara,23.75
Mumei,Kiara,18.77
Nerissa,Kiara,21.82
Shiori,Kiara,24.29
Amelia,Kronii,25.13
Baelz,Kronii,13.67
Bijou,Kronii,12.42
Calli,Kronii,15.69
Fauna,Kronii,18.11
FuwaMoco,Kronii,10.68
Gura,Kronii,16.07
IRyS,Kronii,21.19
Ina,Kronii,15.93
Kiara,Kronii,16.78
Mumei,Kronii,19.4
Nerissa,Kronii,15.32
Shiori,Kronii,19.53
Amelia,Mumei,36.93
Baelz,Mumei,25.41
Bijou,Mumei,22.28
Calli,Mumei,24.64
Fauna,Mumei,33.9
FuwaMoco,Mumei,22.26
Gura,Mumei,28.75
IRyS,Mumei,34.63
Ina,Mumei,28.04
Kiara,Mumei,26.57
Kronii,Mumei,38.84
Nerissa,Mumei,25.29
Shiori,Mumei,30.93
Amelia,Nerissa,33.61
Baelz,Nerissa,26.4
Bijou,Nerissa,30.71
Calli,Nerissa,31.09
Fauna,Nerissa,33.91
FuwaMoco,Nerissa,26.87
Gura,Nerissa,24.97
IRyS,Nerissa,36.59
Ina,Nerissa,29.05
Kiara,Nerissa,37.63
Kronii,Nerissa,37.37
Mumei,Nerissa,30.81
Shiori,Nerissa,46.94
Amelia,Shiori,28.11
Baelz,Shiori,17.62
Bijou,Shiori,20.19
Calli,Shiori,20.41
Fauna,Shiori,23.29
FuwaMoco,Shiori,19.49
Gura,Shiori,18.91
IRyS,Shiori,25.06
Ina,Shiori,21.19
Kiara,Shiori,25.1
Kronii,Shiori,28.56
Mumei,Shiori,22.58
Nerissa,Shiori,28.13
