from,to,value
Aki,Aki,
Amelia,Aki,3.1
Anya,Aki,10.23
Aqua,Aki,6.28
Aruran,Aki,8.56
Astel,Aki,5.73
Ayame,Aki,6.63
AZki,Aki,18.62
Baelz,Aki,3.92
Botan,Aki,12.13
Calli,Aki,2.94
Chloe,Aki,6.23
Choco,Aki,14.67
Fauna,Aki,3.79
Flare,Aki,15.93
Fubuki,Aki,6.49
Gura,Aki,1.81
Haato,Aki,11.73
Ina,Aki,3.07
Iofi,Aki,6.52
Iroha,Aki,8.35
IRyS,Aki,4.67
Izuru,Aki,4.16
Kanata,Aki,10.68
Kiara,Aki,3.57
Korone,Aki,7.65
Koyori,Aki,8.33
Kronii,Aki,2.85
Lamy,Aki,9.83
Laplus,Aki,5.57
Lui,Aki,9.46
Luna,Aki,13.4
Marine,Aki,8.76
Matsuri,Aki,10.07
Mel,Aki,18.16
Miko,Aki,7.82
Mio,Aki,10.65
Miyabi,Aki,5.45
Moona,Aki,4.01
Mumei,Aki,2.84
Nene,Aki,10.73
Noel,Aki,10.52
Oga,Aki,7.21
Okayu,Aki,8.41
Ollie,Aki,3.4
Pekora,Aki,6.72
Polka,Aki,14.17
Reine,Aki,4.86
Rikka,Aki,4.57
Risu,Aki,5.35
Roberu,Aki,6.58
Roboco,Aki,18.46
Rushia,Aki,7.19
Sana,Aki,5.4
Shien,Aki,4.28
Shion,Aki,10.57
Sora,Aki,15
Subaru,Aki,8.24
Suisei,Aki,6.83
Temma,Aki,5.15
Towa,Aki,8.11
Watame,Aki,8.96
Aki,Amelia,14.2
Anya,Amelia,23.88
Aqua,Amelia,9.58
Aruran,Amelia,12.07
Astel,Amelia,16.32
Ayame,Amelia,8.31
AZki,Amelia,16.97
Baelz,Amelia,29.6
Botan,Amelia,9.13
Calli,Amelia,24.12
Chloe,Amelia,8.51
Choco,Amelia,10.73
Fauna,Amelia,34.94
Flare,Amelia,7.16
Fubuki,Amelia,6.55
Gura,Amelia,19.75
Haato,Amelia,21.15
Ina,Amelia,31.38
Iofi,Amelia,19.89
Iroha,Amelia,7.6
IRyS,Amelia,33.06
Izuru,Amelia,10.37
Kanata,Amelia,5.86
Kiara,Amelia,26.98
Korone,Amelia,8.78
Koyori,Amelia,6.5
Kronii,Amelia,29.4
Lamy,Amelia,6.03
Laplus,Amelia,6.26
Lui,Amelia,10.63
Luna,Amelia,10.78
Marine,Amelia,8.2
Matsuri,Amelia,9
Mel,Amelia,17.41
Miko,Amelia,8.6
Mio,Amelia,8.45
Miyabi,Amelia,6.03
Moona,Amelia,12.22
Mumei,Amelia,30.22
Nene,Amelia,9.63
Noel,Amelia,6.75
Oga,Amelia,18.72
Okayu,Amelia,7.57
Ollie,Amelia,17.92
Pekora,Amelia,6.17
Polka,Amelia,11.58
Reine,Amelia,24.78
Rikka,Amelia,9.71
Risu,Amelia,17.75
Roberu,Amelia,8.7
Roboco,Amelia,12.99
Rushia,Amelia,6.91
Sana,Amelia,38.08
Shien,Amelia,8.24
Shion,Amelia,8.43
Sora,Amelia,14.52
Subaru,Amelia,6.27
Suisei,Amelia,9.42
Temma,Amelia,8.63
Towa,Amelia,12.82
Watame,Amelia,9.84
Aki,Anya,8.02
Amelia,Anya,4.09
Aqua,Anya,2.88
Aruran,Anya,6.88
Astel,Anya,7
Ayame,Anya,3.04
AZki,Anya,9.92
Baelz,Anya,4.82
Botan,Anya,4.14
Calli,Anya,3.47
Chloe,Anya,2.75
Choco,Anya,5.66
Fauna,Anya,5.04
Flare,Anya,3.94
Fubuki,Anya,2.4
Gura,Anya,2.2
Haato,Anya,6.49
Ina,Anya,4.01
Iofi,Anya,14.82
Iroha,Anya,3.01
IRyS,Anya,5.82
Izuru,Anya,4.74
Kanata,Anya,2.77
Kiara,Anya,4.05
Korone,Anya,2.88
Koyori,Anya,2.99
Kronii,Anya,3.87
Lamy,Anya,2.79
Laplus,Anya,2.58
Lui,Anya,4.39
Luna,Anya,5.58
Marine,Anya,2.87
Matsuri,Anya,3.85
Mel,Anya,8.19
Miko,Anya,2.64
Mio,Anya,3.74
Miyabi,Anya,4.94
Moona,Anya,11.17
Mumei,Anya,4.07
Nene,Anya,3.7
Noel,Anya,3.05
Oga,Anya,7.96
Okayu,Anya,3.18
Ollie,Anya,7.39
Pekora,Anya,2.26
Polka,Anya,4.74
Reine,Anya,13.05
Rikka,Anya,4.45
Risu,Anya,15.66
Roberu,Anya,4.72
Roboco,Anya,6.92
Rushia,Anya,2.62
Sana,Anya,7.27
Shien,Anya,4.8
Shion,Anya,4.33
Sora,Anya,8.19
Subaru,Anya,2.61
Suisei,Anya,3.16
Temma,Anya,5.38
Towa,Anya,4.21
Watame,Anya,4.1
Aki,Aqua,23.68
Amelia,Aqua,7.9
Anya,Aqua,13.85
Aruran,Aqua,13
Astel,Aqua,16.04
Ayame,Aqua,25.61
AZki,Aqua,25.42
Baelz,Aqua,8.91
Botan,Aqua,19.53
Calli,Aqua,6.99
Chloe,Aqua,19.68
Choco,Aqua,24.23
Fauna,Aqua,7.98
Flare,Aqua,21.68
Fubuki,Aqua,16.16
Gura,Aqua,5.23
Haato,Aqua,23.7
Ina,Aqua,7.74
Iofi,Aqua,10.73
Iroha,Aqua,18.56
IRyS,Aqua,10.36
Izuru,Aqua,14.8
Kanata,Aqua,20.89
Kiara,Aqua,7.57
Korone,Aqua,19.12
Koyori,Aqua,18.98
Kronii,Aqua,6.86
Lamy,Aqua,19.37
Laplus,Aqua,18.88
Lui,Aqua,18.44
Luna,Aqua,23.99
Marine,Aqua,22.05
Matsuri,Aqua,23.76
Mel,Aqua,26.9
Miko,Aqua,17.51
Mio,Aqua,22.16
Miyabi,Aqua,10.9
Moona,Aqua,7.44
Mumei,Aqua,7.65
Nene,Aqua,21.93
Noel,Aqua,18.96
Oga,Aqua,13.52
Okayu,Aqua,20.43
Ollie,Aqua,7.32
Pekora,Aqua,16.64
Polka,Aqua,22.84
Reine,Aqua,8.53
Rikka,Aqua,11.46
Risu,Aqua,9.93
Roberu,Aqua,12.42
Roboco,Aqua,23.85
Rushia,Aqua,21.81
Sana,Aqua,8.51
Shien,Aqua,10.35
Shion,Aqua,38.17
Sora,Aqua,23.34
Subaru,Aqua,17.47
Suisei,Aqua,21.84
Temma,Aqua,10.93
Towa,Aqua,22.86
Watame,Aqua,17.12
Aki,Aruran,4.55
Amelia,Aruran,1.4
Anya,Aruran,4.67
Aqua,Aruran,1.83
Astel,Aruran,21.62
Ayame,Aruran,1.84
AZki,Aruran,5.33
Baelz,Aruran,1.74
Botan,Aruran,2.63
Calli,Aruran,1.34
Chloe,Aruran,1.64
Choco,Aruran,3.22
Fauna,Aruran,1.72
Flare,Aruran,2.95
Fubuki,Aruran,1.78
Gura,Aruran,0.82
Haato,Aruran,3.22
Ina,Aruran,1.41
Iofi,Aruran,3.26
Iroha,Aruran,2.01
IRyS,Aruran,1.91
Izuru,Aruran,25.34
Kanata,Aruran,2.04
Kiara,Aruran,1.53
Korone,Aruran,1.88
Koyori,Aruran,1.96
Kronii,Aruran,1.39
Lamy,Aruran,2.01
Laplus,Aruran,1.63
Lui,Aruran,2.51
Luna,Aruran,2.93
Marine,Aruran,2.04
Matsuri,Aruran,2.63
Mel,Aruran,3.65
Miko,Aruran,1.68
Mio,Aruran,2.45
Miyabi,Aruran,52.62
Moona,Aruran,1.48
Mumei,Aruran,1.42
Nene,Aruran,2.25
Noel,Aruran,2.16
Oga,Aruran,29.75
Okayu,Aruran,2.32
Ollie,Aruran,2.31
Pekora,Aruran,1.51
Polka,Aruran,3.1
Reine,Aruran,2.59
Rikka,Aruran,37.01
Risu,Aruran,3.09
Roberu,Aruran,19.6
Roboco,Aruran,3.71
Rushia,Aruran,1.74
Sana,Aruran,2.51
Shien,Aruran,36.09
Shion,Aruran,2.5
Sora,Aruran,4.07
Subaru,Aruran,2.08
Suisei,Aruran,1.89
Temma,Aruran,55.19
Towa,Aruran,2.12
Watame,Aruran,2.42
Aki,Astel,4.03
Amelia,Astel,2.51
Anya,Astel,6.28
Aqua,Astel,2.99
Aruran,Astel,28.6
Ayame,Astel,2.28
AZki,Astel,5.82
Baelz,Astel,2.65
Botan,Astel,2.58
Calli,Astel,2.11
Chloe,Astel,1.87
Choco,Astel,3.07
Fauna,Astel,2.74
Flare,Astel,2.48
Fubuki,Astel,1.64
Gura,Astel,1.33
Haato,Astel,3.84
Ina,Astel,2.45
Iofi,Astel,4.96
Iroha,Astel,2
IRyS,Astel,3.3
Izuru,Astel,43.77
Kanata,Astel,1.85
Kiara,Astel,2.32
Korone,Astel,2.01
Koyori,Astel,1.92
Kronii,Astel,2.35
Lamy,Astel,1.72
Laplus,Astel,1.79
Lui,Astel,2.58
Luna,Astel,3
Marine,Astel,2.14
Matsuri,Astel,2.86
Mel,Astel,4.24
Miko,Astel,1.84
Mio,Astel,2.24
Miyabi,Astel,46.8
Moona,Astel,2.44
Mumei,Astel,2.25
Nene,Astel,2.4
Noel,Astel,1.91
Oga,Astel,27.42
Okayu,Astel,2.2
