from,to,value
Anya,Anya,
Iofi,Anya,33.64
Kaela,Anya,18.93
Kobo,Anya,8.81
Moona,Anya,27.3
Ollie,Anya,32.48
Reine,Anya,28.67
Risu,Anya,28.15
Zeta,Anya,19.89
Anya,Iofi,21.62
Kaela,Iofi,17.49
Kobo,Iofi,8.61
Moona,Iofi,27.8
Ollie,Iofi,22
Reine,Iofi,18.93
Risu,Iofi,32.88
Zeta,Iofi,17.65
Anya,Kaela,25.51
Iofi,Kaela,36.68
Kobo,Kaela,14.09
Moona,Kaela,37.52
Ollie,Kaela,26.84
Reine,Kaela,25.17
Risu,Kaela,39.83
Zeta,Kaela,28.25
Anya,Kobo,21.11
Iofi,Kobo,32.09
Kaela,Kobo,25.05
Moona,Kobo,35.21
Ollie,Kobo,23.52
Reine,Kobo,23.13
Risu,Kobo,32.68
Zeta,Kobo,28.18
Anya,Moona,17.8
Iofi,Moona,28.2
Kaela,Moona,18.15
Kobo,Moona,9.58
Ollie,Moona,19.45
Reine,Moona,18.38
Risu,Moona,28.24
Zeta,Moona,18.91
Anya,Ollie,35.99
Iofi,Ollie,37.92
Kaela,Ollie,22.07
Kobo,Ollie,10.88
Moona,Ollie,33.07
Reine,Ollie,31.2
Risu,Ollie,32.97
Zeta,Ollie,22.29
Anya,Reine,43.03
Iofi,Reine,44.22
Kaela,Reine,28.04
Kobo,Reine,14.48
Moona,Reine,42.32
Ollie,Reine,42.26
Risu,Reine,38.72
Zeta,Reine,29.84
Anya,Risu,16.18
Iofi,Risu,29.4
Kaela,Risu,16.99
Kobo,Risu,7.84
Moona,Risu,24.9
Ollie,Risu,17.1
Reine,Risu,14.83
Zeta,Risu,15.61
Anya,Zeta,20.66
Iofi,Zeta,28.52
Kaela,Zeta,21.77
Kobo,Zeta,12.21
Moona,Zeta,30.13
Ollie,Zeta,20.89
Reine,Zeta,20.65
Risu,Zeta,28.2
