from,to,value
Anya,Anya,
Iofi,Anya,11.96
Kaela,Anya,6.04
Kobo,Anya,4.23
Moona,Anya,12.89
Ollie,Anya,9.57
Reine,Anya,16.67
Risu,Anya,8.87
Zeta,Anya,11.5
Anya,Iofi,23.98
Kaela,Iofi,12.95
Kobo,Iofi,11.91
Moona,Iofi,34.22
Ollie,Iofi,19.21
Reine,Iofi,29.83
Risu,Iofi,29.86
Zeta,Iofi,17.8
Anya,Kaela,41.87
Iofi,Kaela,44.78
Kobo,Kaela,24.87
Moona,Kaela,53.43
Ollie,Kaela,35.77
Reine,Kaela,46.75
Risu,Kaela,41.99
Zeta,Kaela,37.69
Anya,Kobo,17.46
Iofi,Kobo,24.52
Kaela,Kobo,14.81
Moona,Kobo,33.43
Ollie,Kobo,17.7
Reine,Kobo,22.83
Risu,Kobo,22.24
Zeta,Kobo,24.5
Anya,Moona,21.35
Iofi,Moona,28.28
Kaela,Moona,12.77
Kobo,Moona,13.42
Ollie,Moona,17.69
Reine,Moona,26.1
Risu,Moona,22.41
Zeta,Moona,17.64
Anya,Ollie,34.87
Iofi,Ollie,34.93
Kaela,Ollie,18.81
Kobo,Ollie,15.64
Moona,Ollie,38.92
Reine,Ollie,39.59
Risu,Ollie,26.5
Zeta,Ollie,25.03
Anya,Reine,23.8
Iofi,Reine,21.24
Kaela,Reine,9.63
Kobo,Reine,7.9
Moona,Reine,22.49
Ollie,Reine,15.5
Risu,Reine,15.87
Zeta,Reine,13.51
Anya,Risu,24.76
Iofi,Risu,41.59
Kaela,Risu,16.91
Kobo,Risu,15.04
Moona,Risu,37.76
Ollie,Risu,20.3
Reine,Risu,31.04
Zeta,Risu,21.22
Anya,Zeta,34.15
Iofi,Zeta,26.37
Kaela,Zeta,16.15
Kobo,Zeta,17.64
Moona,Zeta,31.62
Ollie,Zeta,20.39
Reine,Zeta,28.11
Risu,Zeta,22.58
