from,to,value
Amelia,Amelia,
Baelz,Amelia,27.63
Calli,Amelia,28.9
Fauna,Amelia,25.76
Gura,Amelia,25.72
Ina,Amelia,35.03
IRyS,Amelia,28.24
Kiara,Amelia,22.83
Kronii,Amelia,29.81
Mumei,Amelia,34.84
Amelia,Baelz,27.45
Calli,Baelz,32.2
Fauna,Baelz,35.38
Gura,Baelz,25.59
Ina,Baelz,41.96
IRyS,Baelz,35.47
Kiara,Baelz,25.35
Kronii,Baelz,37.77
Mumei,Baelz,34.76
Amelia,Calli,19.65
Baelz,Calli,22.03
Fauna,Calli,18.23
Gura,Calli,16.14
Ina,Calli,26.81
IRyS,Calli,18.46
Kiara,Calli,20.69
Kronii,Calli,23.59
Mumei,Calli,19.45
Amelia,Fauna,28.84
Baelz,Fauna,39.86
Calli,Fauna,30.01
Gura,Fauna,32.91
Ina,Fauna,42.65
IRyS,Fauna,32.15
Kiara,Fauna,26.64
Kronii,Fauna,39.8
Mumei,Fauna,42.32
Amelia,Gura,24.94
Baelz,Gura,24.97
Calli,Gura,23.02
Fauna,Gura,28.5
Ina,Gura,29.93
IRyS,Gura,23.24
Kiara,Gura,19.33
Kronii,Gura,28.44
Mumei,Gura,31.9
Amelia,Ina,11.58
Baelz,Ina,13.95
Calli,Ina,13.03
Fauna,Ina,12.59
Gura,Ina,10.2
IRyS,Ina,15.18
Kiara,Ina,9.86
Kronii,Ina,16.79
Mumei,Ina,14.27
Amelia,IRyS,19.05
Baelz,IRyS,24.08
Calli,IRyS,18.32
Fauna,IRyS,19.38
Gura,IRyS,16.17
Ina,IRyS,31
Kiara,IRyS,14.55
Kronii,IRyS,24.1
Mumei,IRyS,21.57
Amelia,Kiara,17.77
Baelz,Kiara,19.85
Calli,Kiara,23.69
Fauna,Kiara,18.52
Gura,Kiara,15.52
Ina,Kiara,23.23
IRyS,Kiara,16.78
Kronii,Kiara,19.68
Mumei,Kiara,20.66
Amelia,Kronii,10.37
Baelz,Kronii,13.22
Calli,Kronii,12.07
Fauna,Kronii,12.36
Gura,Kronii,10.2
Ina,Kronii,17.67
IRyS,Kronii,12.42
Kiara,Kronii,8.79
Mumei,Kronii,16.33
Amelia,Mumei,29.79
Baelz,Mumei,29.91
Calli,Mumei,24.46
Fauna,Mumei,32.32
Gura,Mumei,28.13
Ina,Mumei,36.94
IRyS,Mumei,27.34
Kiara,Mumei,22.7
Kronii,Mumei,40.16
