from,to,value
Aki,Aki,
Amelia,Aki,5.9
Anya,Aki,15.74
Aqua,Aki,13.11
Aruran,Aki,13.42
Astel,Aki,8.6
Ayame,Aki,15.88
AZki,Aki,26.51
Baelz,Aki,7.6
Botan,Aki,13.8
Calli,Aki,5.58
Choco,Aki,27.58
Fauna,Aki,7.48
Flare,Aki,17.45
Fubuki,Aki,12.16
Gura,Aki,3.04
Haato,Aki,18.93
Ina,Aki,6.46
Iofi,Aki,10.2
IRyS,Aki,8.7
Izuru,Aki,7.29
Kanata,Aki,15.21
Kiara,Aki,8.13
Korone,Aki,11.2
Kronii,Aki,5.6
Lamy,Aki,14.79
Luna,Aki,18.78
Marine,Aki,12.16
Matsuri,Aki,14.37
Mel,Aki,27.13
Miko,Aki,11.09
Mio,Aki,18.33
Miyabi,Aki,9.53
Moona,Aki,6.32
Mumei,Aki,6.07
Nene,Aki,14.95
Noel,Aki,12.88
Oga,Aki,12.76
Okayu,Aki,12
Ollie,Aki,7.12
Pekora,Aki,8.4
Polka,Aki,17.09
Reine,Aki,9.03
Rikka,Aki,10.11
Risu,Aki,9.81
Roberu,Aki,10.43
Roboco,Aki,23.11
Rushia,Aki,9.66
Sana,Aki,9.81
Shien,Aki,7.87
Shion,Aki,17.11
Sora,Aki,21.74
Subaru,Aki,12.38
Suisei,Aki,13.22
Temma,Aki,7.98
Towa,Aki,15.49
Watame,Aki,15.42
Aki,Amelia,18.2
Anya,Amelia,23.28
Aqua,Amelia,11.59
Aruran,Amelia,13.1
Astel,Amelia,10.83
Ayame,Amelia,8.43
AZki,Amelia,17.83
Baelz,Amelia,30.13
Botan,Amelia,13.31
Calli,Amelia,26.71
Choco,Amelia,17.13
Fauna,Amelia,33.68
Flare,Amelia,13.85
Fubuki,Amelia,10.04
Gura,Amelia,18.46
Haato,Amelia,20.56
Ina,Amelia,30.51
Iofi,Amelia,13.72
IRyS,Amelia,30.22
Izuru,Amelia,8.15
Kanata,Amelia,11.3
Kiara,Amelia,29.75
Korone,Amelia,11.09
Kronii,Amelia,25.87
Lamy,Amelia,10.8
Luna,Amelia,12.05
Marine,Amelia,8.4
Matsuri,Amelia,10.54
Mel,Amelia,17.34
Miko,Amelia,10.17
Mio,Amelia,8.31
Miyabi,Amelia,8.58
Moona,Amelia,12.12
Mumei,Amelia,30.18
Nene,Amelia,13.46
Noel,Amelia,7.57
Oga,Amelia,7.98
Okayu,Amelia,9.18
Ollie,Amelia,17.52
Pekora,Amelia,9.71
Polka,Amelia,17.2
Reine,Amelia,23.49
Rikka,Amelia,9.75
Risu,Amelia,17.04
Roberu,Amelia,8.07
Roboco,Amelia,19.42
Rushia,Amelia,8.65
Sana,Amelia,41.57
Shien,Amelia,8.65
Shion,Amelia,12.3
Sora,Amelia,21.15
Subaru,Amelia,9.37
Suisei,Amelia,12.44
Temma,Amelia,7.92
Towa,Amelia,14.56
Watame,Amelia,13.64
Aki,Anya,10.32
Amelia,Anya,4.95
Aqua,Anya,5.11
Aruran,Anya,8.14
Astel,Anya,6.66
Ayame,Anya,4.98
AZki,Anya,12.25
Baelz,Anya,5.94
Botan,Anya,5.83
Calli,Anya,4.23
Choco,Anya,10.16
Fauna,Anya,5.46
Flare,Anya,6.28
Fubuki,Anya,4.41
Gura,Anya,2.4
Haato,Anya,8.6
Ina,Anya,4.69
Iofi,Anya,20.6
IRyS,Anya,6.24
Izuru,Anya,4.78
Kanata,Anya,5.35
Kiara,Anya,5.4
Korone,Anya,3.93
Kronii,Anya,4.21
Lamy,Anya,5.38
Luna,Anya,6.7
Marine,Anya,3.69
Matsuri,Anya,5.23
Mel,Anya,9.37
Miko,Anya,4.32
Mio,Anya,5.62
Miyabi,Anya,5.73
Moona,Anya,12.02
Mumei,Anya,4.98
Nene,Anya,6.03
Noel,Anya,4.03
Oga,Anya,6.65
Okayu,Anya,4.63
Ollie,Anya,11.84
Pekora,Anya,3.62
Polka,Anya,7.57
Reine,Anya,18.1
Rikka,Anya,5.81
Risu,Anya,22.43
Roberu,Anya,5.68
Roboco,Anya,9.38
Rushia,Anya,3.84
Sana,Anya,7.41
Shien,Anya,5.07
Shion,Anya,6.43
Sora,Anya,9.14
Subaru,Anya,4.36
Suisei,Anya,5.22
Temma,Anya,5.09
Towa,Anya,6.52
Watame,Anya,5.98
Aki,Aqua,25.68
Amelia,Aqua,7.36
Anya,Aqua,15.27
Aruran,Aqua,12.38
Astel,Aqua,9.77
Ayame,Aqua,30.04
AZki,Aqua,23.26
Baelz,Aqua,10.43
Botan,Aqua,19.31
Calli,Aqua,6.81
Choco,Aqua,28.22
Fauna,Aqua,8.37
Flare,Aqua,24.32
Fubuki,Aqua,20.03
Gura,Aqua,4.66
Haato,Aqua,25.49
Ina,Aqua,8.18
Iofi,Aqua,10.01
IRyS,Aqua,11.39
Izuru,Aqua,9.27
Kanata,Aqua,26.28
Kiara,Aqua,11.25
Korone,Aqua,16.65
Kronii,Aqua,7.35
Lamy,Aqua,23.32
Luna,Aqua,23.16
Marine,Aqua,22.53
Matsuri,Aqua,22.91
Mel,Aqua,29.31
Miko,Aqua,19.74
Mio,Aqua,26.66
Miyabi,Aqua,8.85
Moona,Aqua,6.87
Mumei,Aqua,8.78
Nene,Aqua,23.7
Noel,Aqua,19.5
Oga,Aqua,13.24
Okayu,Aqua,19.2
Ollie,Aqua,7.89
Pekora,Aqua,16.91
Polka,Aqua,24.19
Reine,Aqua,9.2
Rikka,Aqua,10.06
Risu,Aqua,9.35
Roberu,Aqua,11.8
Roboco,Aqua,24.32
Rushia,Aqua,20.03
Sana,Aqua,8.59
Shien,Aqua,8.16
Shion,Aqua,37.44
Sora,Aqua,26.12
Subaru,Aqua,19.86
Suisei,Aqua,20.87
Temma,Aqua,10.02
Towa,Aqua,21.44
Watame,Aqua,20.33
Aki,Aruran,4.69
Amelia,Aruran,1.48
Anya,Aruran,4.34
Aqua,Aruran,2.21
Astel,Aruran,20.34
Ayame,Aruran,2.55
AZki,Aruran,4.81
Baelz,Aruran,1.74
Botan,Aruran,2.53
Calli,Aruran,1.29
Choco,Aruran,4.53
Fauna,Aruran,1.58
Flare,Aruran,3.34
Fubuki,Aruran,2.66
Gura,Aruran,0.74
Haato,Aruran,2.89
Ina,Aruran,1.57
