from,to,value
Aruran,Aruran,
Astel,Aruran,20.23
Fuma,Aruran,20.94
Gamma,Aruran,26.36
Izuru,Aruran,37.48
Miyabi,Aruran,33.66
Oga,Aruran,29.93
Rikka,Aruran,32.59
Rio,Aruran,23.1
Roberu,Aruran,20.77
Shien,Aruran,32.92
Temma,Aruran,44.37
Uyu,Aruran,23.07
Aruran,Astel,10.09
Fuma,Astel,13.14
Gamma,Astel,14.98
Izuru,Astel,26.01
Miyabi,Astel,16.9
Oga,Astel,10.29
Rikka,Astel,15.16
Rio,Astel,15.32
Roberu,Astel,10.35
Shien,Astel,17.28
Temma,Astel,19.55
Uyu,Astel,14.89
Aruran,Fuma,21.68
Astel,Fuma,27.28
Gamma,Fuma,65.96
Izuru,Fuma,51.05
Miyabi,Fuma,41.06
Oga,Fuma,26.11
Rikka,Fuma,36.85
Rio,Fuma,63.09
Roberu,Fuma,21.48
Shien,Fuma,40.19
Temma,Fuma,42.41
Uyu,Fuma,64.55
Aruran,Gamma,16.64
Astel,Gamma,18.96
Fuma,Gamma,40.22
Izuru,Gamma,39.44
Miyabi,Gamma,31.41
Oga,Gamma,20.62
Rikka,Gamma,28.43
Rio,Gamma,52.79
Roberu,Gamma,17.22
Shien,Gamma,35.11
Temma,Gamma,30.73
Uyu,Gamma,45.98
Aruran,Izuru,5.85
Astel,Izuru,8.14
Fuma,Izuru,7.7
Gamma,Izuru,9.75
Miyabi,Izuru,11.21
Oga,Izuru,6.34
Rikka,Izuru,10.05
Rio,Izuru,9.45
Roberu,Izuru,4.88
Shien,Izuru,13.06
Temma,Izuru,15.4
Uyu,Izuru,8.47
Aruran,Miyabi,20.26
Astel,Miyabi,20.4
Fuma,Miyabi,23.87
Gamma,Miyabi,29.96
Izuru,Miyabi,43.22
Oga,Miyabi,21.75
Rikka,Miyabi,30.41
Rio,Miyabi,28.18
Roberu,Miyabi,14.24
Shien,Miyabi,36.59
Temma,Miyabi,47.75
Uyu,Miyabi,26.62
Aruran,Oga,19.17
Astel,Oga,13.22
Fuma,Oga,16.15
Gamma,Oga,20.93
Izuru,Oga,26.01
Miyabi,Oga,23.14
Rikka,Oga,21.84
Rio,Oga,17.68
Roberu,Oga,16.49
Shien,Oga,30.96
Temma,Oga,25.67
Uyu,Oga,17.51
Aruran,Rikka,14.37
Astel,Rikka,13.4
Fuma,Rikka,15.69
Gamma,Rikka,19.85
Izuru,Rikka,28.39
Miyabi,Rikka,22.27
Oga,Rikka,15.03
Rio,Rikka,18.69
Roberu,Rikka,9.53
Shien,Rikka,27.05
Temma,Rikka,26.37
Uyu,Rikka,17.51
Aruran,Rio,16
Astel,Rio,21.28
Fuma,Rio,42.22
Gamma,Rio,57.94
Izuru,Rio,41.96
Miyabi,Rio,32.43
Oga,Rio,19.12
Rikka,Rio,29.37
Roberu,Rio,15.86
Shien,Rio,32.29
Temma,Rio,33.12
Uyu,Rio,48.28
Aruran,Roberu,27.25
Astel,Roberu,27.23
Fuma,Roberu,27.22
Gamma,Roberu,35.8
Izuru,Roberu,40.98
Miyabi,Roberu,31.05
Oga,Roberu,33.78
Rikka,Roberu,28.38
Rio,Roberu,30.03
Shien,Roberu,38.47
Temma,Roberu,37.06
Uyu,Roberu,30.26
Aruran,Shien,9.19
Astel,Shien,9.68
Fuma,Shien,10.84
Gamma,Shien,15.53
Izuru,Shien,23.36
Miyabi,Shien,16.97
Oga,Shien,13.5
Rikka,Shien,17.14
Rio,Shien,13.02
Roberu,Shien,8.19
Temma,Shien,17.65
Uyu,Shien,12.67
Aruran,Temma,13.78
Astel,Temma,12.17
Fuma,Temma,12.72
Gamma,Temma,15.12
Izuru,Temma,30.63
Miyabi,Temma,24.63
Oga,Temma,12.44
Rikka,Temma,18.57
Rio,Temma,14.84
Roberu,Temma,8.77
Shien,Temma,19.62
Uyu,Temma,13.71
Aruran,Uyu,18.84
Astel,Uyu,24.39
Fuma,Uyu,50.93
Gamma,Uyu,59.49
Izuru,Uyu,44.34
Miyabi,Uyu,36.13
Oga,Uyu,22.32
Rikka,Uyu,32.44
Rio,Uyu,56.92
Roberu,Uyu,18.84
Shien,Uyu,37.06
Temma,Uyu,36.08
