from,to,value
Altare,Altare,
Aruran,Altare,35.37
Astel,Altare,49.35
Axel,Altare,66.98
Dezmond,Altare,59.24
Fuma,Altare,36.8
Gamma,Altare,33.36
Izuru,Altare,28.23
Miyabi,Altare,32.17
Oga,Altare,23.07
Rikka,Altare,30.21
Rio,Altare,45.15
Roberu,Altare,14.88
Shien,Altare,27.7
Temma,Altare,32.08
Uyu,Altare,41.11
Vesper,Altare,54.23
Altare,Aruran,7.88
Astel,Aruran,36.97
Axel,Aruran,12.27
Dezmond,Aruran,9.58
Fuma,Aruran,31.89
Gamma,Aruran,36.51
Izuru,Aruran,44.9
Miyabi,Aruran,59.19
Oga,Aruran,42.69
Rikka,Aruran,45.47
Rio,Aruran,45.68
Roberu,Aruran,23.45
Shien,Aruran,26.82
Temma,Aruran,59.31
Uyu,Aruran,49.25
Vesper,Aruran,8.19
Altare,Astel,4.95
Aruran,Astel,16.63
Axel,Astel,7.57
Dezmond,Astel,5.81
Fuma,Astel,21.46
Gamma,Astel,19.63
Izuru,Astel,31.97
Miyabi,Astel,32.29
Oga,Astel,16.77
Rikka,Astel,26.75
Rio,Astel,28.65
Roberu,Astel,9.76
Shien,Astel,14.88
Temma,Astel,34.06
Uyu,Astel,30.85
Vesper,Astel,4.68
Altare,Axel,38.14
Aruran,Axel,31.35
Astel,Axel,43.02
Dezmond,Axel,47.58
Fuma,Axel,29.01
Gamma,Axel,30.91
Izuru,Axel,26.78
Miyabi,Axel,31.28
Oga,Axel,24.26
Rikka,Axel,28.89
Rio,Axel,40.11
Roberu,Axel,14.15
Shien,Axel,23.95
Temma,Axel,29.31
Uyu,Axel,38.39
Vesper,Axel,42.16
Altare,Dezmond,43.94
Aruran,Dezmond,31.9
Astel,Dezmond,43.02
Axel,Dezmond,61.98
Fuma,Dezmond,27.1
Gamma,Dezmond,29.21
Izuru,Dezmond,25.41
Miyabi,Dezmond,28.59
Oga,Dezmond,20.93
Rikka,Dezmond,25.53
Rio,Dezmond,38.27
Roberu,Dezmond,13.24
Shien,Dezmond,24.86
Temma,Dezmond,28.51
Uyu,Dezmond,37.29
Vesper,Dezmond,52.22
Altare,Fuma,3.8
Aruran,Fuma,14.8
Astel,Fuma,22.14
Axel,Fuma,5.27
Dezmond,Fuma,3.78
Gamma,Fuma,23.88
Izuru,Fuma,27.5
Miyabi,Fuma,37.67
Oga,Fuma,17.72
Rikka,Fuma,23.91
Rio,Fuma,35.98
Roberu,Fuma,9.07
Shien,Fuma,13.59
Temma,Fuma,35.05
Uyu,Fuma,44.52
Vesper,Fuma,2.91
Altare,Gamma,3.89
Aruran,Gamma,19.12
Astel,Gamma,22.85
Axel,Gamma,6.33
Dezmond,Gamma,4.6
Fuma,Gamma,26.95
Izuru,Gamma,27.5
Miyabi,Gamma,37.78
Oga,Gamma,28.06
Rikka,Gamma,29.6
Rio,Gamma,39.88
Roberu,Gamma,13.65
Shien,Gamma,16.93
Temma,Gamma,35.74
Uyu,Gamma,48.54
Vesper,Gamma,3.61
Altare,Izuru,1.23
Aruran,Izuru,8.77
Astel,Izuru,13.88
Axel,Izuru,2.05
Dezmond,Izuru,1.49
Fuma,Izuru,11.58
Gamma,Izuru,10.26
Miyabi,Izuru,25.34
Oga,Izuru,10.34
Rikka,Izuru,20.45
Rio,Izuru,17.72
Roberu,Izuru,5.52
Shien,Izuru,7.03
Temma,Izuru,26.83
Uyu,Izuru,20.6
Vesper,Izuru,1.03
Altare,Miyabi,1.14
Aruran,Miyabi,9.39
Astel,Miyabi,11.39
Axel,Miyabi,1.94
Dezmond,Miyabi,1.36
Fuma,Miyabi,12.88
Gamma,Miyabi,11.45
Izuru,Miyabi,20.58
Oga,Miyabi,14.98
Rikka,Miyabi,22.08
Rio,Miyabi,18.33
Roberu,Miyabi,5.7
Shien,Miyabi,8.14
Temma,Miyabi,36.83
Uyu,Miyabi,23.32
Vesper,Miyabi,1
Altare,Oga,0.77
Aruran,Oga,6.39
Astel,Oga,5.58
Axel,Oga,1.42
Dezmond,Oga,0.94
Fuma,Oga,5.71
Gamma,Oga,8.02
Izuru,Oga,7.92
Miyabi,Oga,14.13
Rikka,Oga,12.92
Rio,Oga,11.08
Roberu,Oga,5.41
Shien,Oga,7.41
Temma,Oga,9.31
Uyu,Oga,11.86
Vesper,Oga,0.75
Altare,Rikka,1.18
Aruran,Rikka,7.95
Astel,Rikka,10.4
Axel,Rikka,1.98
Dezmond,Rikka,1.34
Fuma,Rikka,9.01
Gamma,Rikka,9.88
Izuru,Rikka,18.31
Miyabi,Rikka,24.33
Oga,Rikka,15.1
Rio,Rikka,14.74
Roberu,Rikka,5.05
Shien,Rikka,8.87
Temma,Rikka,21.98
Uyu,Rikka,18.59
Vesper,Rikka,1
Altare,Rio,2.34
Aruran,Rio,10.64
Astel,Rio,14.83
Axel,Rio,3.65
Dezmond,Rio,2.68
Fuma,Rio,18.05
Gamma,Rio,17.73
Izuru,Rio,21.13
Miyabi,Rio,26.91
Oga,Rio,17.24
Rikka,Rio,19.63
Roberu,Rio,6.8
Shien,Rio,9.75
Temma,Rio,22.08
Uyu,Rio,34.07
Vesper,Rio,2.01
Altare,Roberu,4.11
Aruran,Roberu,29.07
Astel,Roberu,26.89
Axel,Roberu,6.86
Dezmond,Roberu,4.93
Fuma,Roberu,24.22
Gamma,Roberu,32.3
Izuru,Roberu,35.06
Miyabi,Roberu,44.51
Oga,Roberu,44.83
Rikka,Roberu,35.81
Rio,Roberu,36.21
Shien,Roberu,24.45
Temma,Roberu,44.55
Uyu,Roberu,37.69
Vesper,Roberu,4.11
Altare,Shien,3.75
Aruran,Shien,16.3
Astel,Shien,20.09
Axel,Shien,5.69
Dezmond,Shien,4.54
Fuma,Shien,17.78
Gamma,Shien,19.63
Izuru,Shien,21.86
Miyabi,Shien,31.17
Oga,Shien,30.08
Rikka,Shien,30.82
Rio,Shien,25.44
Roberu,Shien,11.98
Temma,Shien,29.9
Uyu,Shien,28.04
Vesper,Shien,3.73
Altare,Temma,1.28
Aruran,Temma,10.66
Astel,Temma,13.6
Axel,Temma,2.06
Dezmond,Temma,1.54
Fuma,Temma,13.57
Gamma,Temma,12.26
Izuru,Temma,24.68
Miyabi,Temma,41.7
Oga,Temma,11.18
Rikka,Temma,22.58
Rio,Temma,17.04
