from,to,value
Anya,Anya,
Iofi,Anya,10.86
Kaela,Anya,7.19
Kobo,Anya,3.89
Moona,Anya,12.5
Ollie,Anya,10.38
Reine,Anya,15.98
Risu,Anya,9.74
Zeta,Anya,10.85
Anya,Iofi,36.03
Kaela,Iofi,17.76
Kobo,Iofi,12.78
Moona,Iofi,40.65
Ollie,Iofi,27.81
Reine,Iofi,35.08
Risu,Iofi,36.22
Zeta,Iofi,24.94
Anya,Kaela,54.12
Iofi,Kaela,40.28
Kobo,Kaela,19.99
Moona,Kaela,42.7
Ollie,Kaela,38.94
Reine,Kaela,51.49
Risu,Kaela,39.26
Zeta,Kaela,37.78
Anya,Kobo,27.9
Iofi,Kobo,27.61
Kaela,Kobo,19.04
Moona,Kobo,30.77
Ollie,Kobo,24.67
Reine,Kobo,27.18
Risu,Kobo,27.02
Zeta,Kobo,27.84
Anya,Moona,29.85
Iofi,Moona,29.25
Kaela,Moona,13.55
Kobo,Moona,10.25
Ollie,Moona,20.5
Reine,Moona,26.27
Risu,Moona,28.7
Zeta,Moona,20.34
Anya,Ollie,33.2
Iofi,Ollie,26.8
Kaela,Ollie,16.54
Kobo,Ollie,11.01
Moona,Ollie,27.46
Reine,Ollie,33.05
Risu,Ollie,23.28
Zeta,Ollie,19.89
Anya,Reine,30.56
Iofi,Reine,20.22
Kaela,Reine,13.09
Kobo,Reine,7.25
Moona,Reine,21.05
Ollie,Reine,19.77
Risu,Reine,17.4
Zeta,Reine,17.72
Anya,Risu,36.24
Iofi,Risu,40.61
Kaela,Risu,19.41
Kobo,Risu,14.03
Moona,Risu,44.73
Ollie,Risu,27.09
Reine,Risu,33.85
Zeta,Risu,25.96
Anya,Zeta,25.33
Iofi,Zeta,17.54
Kaela,Zeta,11.72
Kobo,Zeta,9.07
Moona,Zeta,19.89
Ollie,Zeta,14.52
Reine,Zeta,21.63
Risu,Zeta,16.29
