from,to,value
Aruran,Aruran,
Astel,Aruran,16.67
Fuma,Aruran,20.13
Gamma,Aruran,25.49
Izuru,Aruran,35.03
Miyabi,Aruran,32.26
Oga,Aruran,22.28
Rikka,Aruran,27.57
Rio,Aruran,22.99
Roberu,Aruran,19.56
Shien,Aruran,29.14
Temma,Aruran,43.11
Uyu,Aruran,24.7
Aruran,Astel,7.53
Fuma,Astel,13.03
Gamma,Astel,13.49
Izuru,Astel,24.84
Miyabi,Astel,11.87
Oga,Astel,6.99
Rikka,Astel,12.07
Rio,Astel,14.23
Roberu,Astel,7.32
Shien,Astel,15.95
Temma,Astel,16.47
Uyu,Astel,14.31
Aruran,Fuma,17.72
Astel,Fuma,25.41
Gamma,Fuma,68.91
Izuru,Fuma,43.31
Miyabi,Fuma,38.71
Oga,Fuma,19.82
Rikka,Fuma,34
Rio,Fuma,68.61
Roberu,Fuma,15.6
Shien,Fuma,38.65
Temma,Fuma,39.82
Uyu,Fuma,69.43
Aruran,Gamma,14.23
Astel,Gamma,16.67
Fuma,Gamma,43.69
Izuru,Gamma,30.57
Miyabi,Gamma,26.71
Oga,Gamma,17.49
Rikka,Gamma,26.56
Rio,Gamma,56.39
Roberu,Gamma,14.3
Shien,Gamma,27.61
Temma,Gamma,29.94
Uyu,Gamma,50.9
Aruran,Izuru,5.05
Astel,Izuru,7.93
Fuma,Izuru,7.09
Gamma,Izuru,7.89
Miyabi,Izuru,8.9
Oga,Izuru,4.27
Rikka,Izuru,7.85
Rio,Izuru,7.48
Roberu,Izuru,3.56
Shien,Izuru,9.2
Temma,Izuru,12.87
Uyu,Izuru,7.68
Aruran,Miyabi,22.96
Astel,Miyabi,18.7
Fuma,Miyabi,31.28
Gamma,Miyabi,34.05
Izuru,Miyabi,43.95
Oga,Miyabi,20.34
Rikka,Miyabi,33.6
Rio,Miyabi,36.13
Roberu,Miyabi,14.02
Shien,Miyabi,35.58
Temma,Miyabi,60.48
Uyu,Miyabi,34.34
Aruran,Oga,15.79
Astel,Oga,10.98
Fuma,Oga,15.95
Gamma,Oga,22.2
Izuru,Oga,21.02
Miyabi,Oga,20.26
Rikka,Oga,17.71
Rio,Oga,18.07
Roberu,Oga,16.83
Shien,Oga,30.06
Temma,Oga,20.36
Uyu,Oga,19.13
Aruran,Rikka,12.58
Astel,Rikka,12.2
Fuma,Rikka,17.62
Gamma,Rikka,21.71
Izuru,Rikka,24.84
Miyabi,Rikka,21.55
Oga,Rikka,11.4
Rio,Rikka,22.08
Roberu,Rikka,7.73
Shien,Rikka,27.61
Temma,Rikka,24.55
Uyu,Rikka,20.18
Aruran,Rio,11.57
Astel,Rio,15.85
Fuma,Rio,39.21
Gamma,Rio,50.82
Izuru,Rio,26.11
Miyabi,Rio,25.55
Oga,Rio,12.82
Rikka,Rio,24.35
Roberu,Rio,9.44
Shien,Rio,23.62
Temma,Rio,25.15
Uyu,Rio,46.54
Aruran,Roberu,26.26
Astel,Roberu,21.75
Fuma,Roberu,23.77
Gamma,Roberu,34.38
Izuru,Roberu,33.12
Miyabi,Roberu,26.45
Oga,Roberu,31.87
Rikka,Roberu,22.74
Rio,Roberu,25.18
Shien,Roberu,37.12
Temma,Roberu,30.24
Uyu,Roberu,28.61
Aruran,Shien,8.72
Astel,Shien,10.57
Fuma,Shien,13.14
Gamma,Shien,14.8
Izuru,Shien,19.11
Miyabi,Shien,14.97
Oga,Shien,12.69
Rikka,Shien,18.11
Rio,Shien,14.05
Roberu,Shien,8.28
Temma,Shien,14.97
Uyu,Shien,15.51
Aruran,Temma,13.22
Astel,Temma,11.18
Fuma,Temma,13.87
Gamma,Temma,16.45
Izuru,Temma,27.39
Miyabi,Temma,26.06
Oga,Temma,8.81
Rikka,Temma,16.5
Rio,Temma,15.33
Roberu,Temma,6.91
Shien,Temma,15.34
Uyu,Temma,15.06
Aruran,Uyu,15.06
Astel,Uyu,19.31
Fuma,Uyu,48.07
Gamma,Uyu,55.59
Izuru,Uyu,32.48
Miyabi,Uyu,29.42
Oga,Uyu,16.45
Rikka,Uyu,26.96
Rio,Uyu,56.39
Roberu,Uyu,13
Shien,Uyu,31.6
Temma,Uyu,29.94
