streamer,stream,tpm,id
Roboco,【出張占い🔮】ロボタールの今年の運勢をビッグゴッドミオーン先生に占ってもらう＞＜【#ホロライブ  #ロボミオタール 】,1.47,-jDyV9vW8WA
Sora,【ネタバレあり】ロマンシングで進めるロマンシング サガ2 リベンジオブザセブン～４～【ホロライブ/ときのそら】,1.4,NZ0CXpDgo7E
Sora,【ドンキーコング リターンズ HD】続きやっていこ～う！！【ホロライブ/ときのそら】,1.7,et1crWn-zqw
Sora,【漢字でGO! 集英社マンガ祭】偏りがすごい自信があるけど、勘もいい自信があります【ホロライブ/ときのそら】,1.53,OAyPkdMPlww
Sora,【ネタバレあり】FINAL FANTASY Ⅵ～サブストーリー見る！！～【ホロライブ/ときのそら】,1.25,giWaCSmxb0Y
Sora,【五目並べ レッツゴー】極めろ五目の世界を！！【ホロライブ/ときのそら】,1.59,djWEAwxpzAA
Sora,【ネタバレあり】ロマンシングで進めるロマンシング サガ2 リベンジオブザセブン～3～【ホロライブ/ときのそら】,1.19,TD8cXhAVy-E
Sora,【ネタバレあり】FINAL FANTASY Ⅵ～新しい仲間だと！？～【ホロライブ/ときのそら】,1.3,jTp2kJw68hk
Sora,【ネタバレあり】ロマンシングで進めるロマンシング サガ2 リベンジオブザセブン～2～【ホロライブ/ときのそら】,1.26,rd-e_prqwAs
Sora,【雑談】いい感じに体調もなってきたんじゃない？ね？【ホロライブ/ときのそら】,1.43,j83UhyABmro
Sora,【ネタバレあり】ロマンシングで進めるロマンシング サガ2 リベンジオブザセブン～１～【ホロライブ/ときのそら】,1.4,wOLxl4PHAHI
Sora,【#ホロ新春ゲーム祭2025】そら視点でも楽しんでいこう！！【ホロライブ/ときのそら】,1.3,wQxZpao_BMQ
Sora,【Fall Guys: Ultimate Knockout】#ホロ新春ゲーム祭2025 練習しておこうかな？【ホロライブ/ときのそら】,2.21,OB_p48XvhwQ
Sora,【ネタバレあり】FINAL FANTASY Ⅵ～もー！どこいっちゃったの～！？～【ホロライブ/ときのそら】,1.51,RsSh3UegcO8
Sora,【雑談】もしかしてわたしオタクだと思われてなかった・・・？【ホロライブ/ときのそら】,1.17,JZIn7Tmifro
Ayame,【呪われたデジカメ】はいチーズ……………📸【百鬼あやめ/ホロライブ】,2.66,0RG5AxPcRCQ
Ayame,【アソビ大全】全CPUに勝つまで終われない！？ 五目並べ【百鬼あやめ/ホロライブ】,2.01,r8bYEXkz7fI
Ayame,【雑談】あけおめ２０２５！！！今年の目標でも決めますか！！！【百鬼あやめ/ホロライブ】,1.62,FTs607SsnF0
Ayame,【年越し】今年もお世話になりました！！！一緒にカウントダウン【百鬼あやめ/ホロライブ】,1.22,hAaP1bUUUT8
Subaru,【#生スバル】おはすば！！！！！ / OHASHUBA！！！FREE TALK【ホロライブ/大空スバル】,1.82,vdiBHerbmLo
Subaru,【#ババドナ】ババドナ新年会やるしゅばあああああああああああああああああああああああああああ！！！！【ホロライブ/大空スバル】,2.3,Toqi2m0HgJ8
Subaru,【#生スバル】2025年新年雑談！しゅばあああああああああああああああああああああああああああああああ！！！！！【ホロライブ/大空スバル】,1.92,lorxlqKOY9s
