streamer,stream,tpm,id
AZki,【#AZKi3周年】3rd Anniversary Live Over Light【新曲初公開も！？】,1.64,Q2_fe1wtGn0
Miko,【 マリオカート8DX 】８位以下３残機で生き延びてみせるマリカ【ホロライブ/さくらみこ】,1.1,0a1FxYQwjOA
Miko,【 邪神ころね 】ころにぇがつぐのひに！？やってみるにぇ･･･【ホロライブ/さくらみこ】,2.29,WmuMU5u-LDo
Miko,【 Minecraft 】改善点を直しちゃおうの深夜ゆるマイクラ～～～～にぇ！【ホロライブ/さくらみこ】,1.46,71QcIjlIUD0
Roboco,【ポケモンBD】金のコイキング耐久🔥過去作で初の色違いは２連続黄金の魚のボクに任せてくれ！白上！【ホロライブ/ロボ子さん】,1.18,TP7guxbWbVw
Roboco,【Sp読み雑談】感謝のスパ茶読みしながらみんなの質問にも答えるよっ💕復帰～【ホロライブ/ロボ子さん】,2.91,glECxu3mvqA
Roboco,【ポケモンBD】進化縛り⚡ベイビーはジムバッチが欲しいようだ👀！！【ホロライブ/ロボ子さん】,2.06,YN8l0sj835Y
Roboco,【公式ミラー】みんなで見よう！Rainbow Six Japan League 昇格戦 2021Stream A Day 1🔥【ホロライブ/ロボ子さん】,1.89,YYT2RxpKjOI
Roboco,【あつまれどうぶつの森】株下落中😢今日はどうだ..？どうだ！？【ホロライブ/ロボ子さん】,2.27,zMAmRtzX-VE
Roboco,【ダイパリメイク】赤ちゃん縛り『ムキムキベイビーを見てほしい❤』【ホロライブ/ロボ子さん】,1.94,2qy8yiwK6YM
Roboco,【VRChat】VR3D first Collaboration with ame !!!??【ホロライブ/ロボ子さん】,1.74,ZP8la_10m7w
Roboco,【Gartic Phone】 お・え・か・き・で・き・る・か・な・？💕【ホロライブ/ロボ子さん】,2.42,e648OVo8bXQ
Roboco,【あつまれどうぶつの森】早起きはサーモンの得✨ボクの運気は今日もいい！？【ホロライブ/ロボ子さん】,1.41,bIVQbyybyvo
Roboco,【ダイパリメイク】夜更かしの旅『君たちはずっとこのままだよ』【ホロライブ/ロボ子さん】,1.39,VYQFdM0df-4
Roboco,【ダイパリメイク】ここから始まる旅物語『ポッチャマ！君の進化は無しだ！ポチャァ!?』【ホロライブ/ロボ子さん】,1.93,qh9xEkzA-z4
Roboco,【あつまれどうぶつの森】早起きはサーモンの得✨アップデート知ってた！？？？【ホロライブ/ロボ子さん】,1.24,1_n_BfWumcY
