,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24
HoloJP,13.4,17.88,21.44,23.08,29.2,28.44,24.48,23.74,25.99,23.2,20.5,18.78,17.89,18.2,14.25,12.86,14.35,13.85,10.82,9.78,9.28,10.47,9.38,7.4,8.65,8.48,8.28,8.11,9.47,6.96,6.37,6.53,6.67,6.33,6.19,6.04,6.24,6.55,5.72,5.65,6.16,6.02,6.06,6.25
