,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24
HoloJP,8.15,8.81,10.43,12.59,15.72,14.91,11.84,12.47,13.78,14.93,13.53,12.13,11.24,10.99,10,8.61,9.49,9.48,8.03,7.92,6.73,7.47,5.12,3.75,3.81,4.88,4.51,4.8,7.61,5.17,4.88,4.39,3.74,3.06,3.25,3.1,3.13,5.92,2.49,2.29,3.12,3.34,3.32,3.63
