,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24
HoloJP,31.5,26.49,25.99,23,27.06,17.44,16.56,18.51,26.35,15.72,14.51,11.19,11.33,11.02,9.45,11.1,10.33,10.3,8.68,10.62,9.52,8.74,11.17,10.56,9.91,9.24,8.6,8.23,8.78,7.86,9.21,7.63,8.06,7.92,7.3,8.44,7.94,8.21,8.35,8.63,6.27,8.82,7.11,7.88
