,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24
HoloJP,40.23,27.97,23.7,13.35,25.62,13.68,10.69,12.18,29.05,11.06,13.81,7.88,6.42,8.96,5.34,6.82,6.22,4.72,4.74,9.06,7.05,5.31,10.07,7.9,6.2,5.89,5.85,5.81,5.83,4.65,5.6,4.61,4.51,4.6,4.45,5.07
