streamer,EN/ES/ID/etc.,JP,KR,RU,Emote
Sakuna,25.56,493.54,0.12,0.23,76.28
Dooby,167.04,0.54,0.05,0.03,83.64
Rica,2.75,29.02,0,0.01,11.8
