,
Koyori,189.08
Kaela,169.01
Bijou,117.15
Lui,110.50
Watame,109.79
Kiara,98.19
FuwaMoco,96.25
Luna,90.45
Subaru,84.83
Nerissa,81.23
Pekora,76.72
Calli,72.15
Okayu,71.30
Korone,69.70
Reine,67.26
Aki,62.90
Ollie,60.91
Flare,57.62
Moona,56.82
Fubuki,54.26
Sora,52.62
Iroha,51.14
Iofi,49.66
Towa,48.55
Risu,48.36
Polka,48.36
IryS,47.75
Gura,47.63
Baelz,47.57
Zeta,44.71
Ina,44.42
Nene,42.99
Miko,42.39
Shiori,40.45
Chloe,35.29
Mio,34.34
Mel,33.56
Fauna,32.64
Azki,31.97
Choco,30.86
Roboco,28.77
Lamy,28.56
Noel,27.78
Kobo,27.07
Matsuri,24.88
Botan,24.34
Aqua,21.06
Mumei,20.60
Anya,20.07
Kronii,18.65
Shion,17.28
Amelia,16.54
Ayame,12.85
Marine,12.66
Suisei,10.29
Laplus,9.53
Kanata,0.99
Haato,0
