,
Koyori,118.56
Kaela,109.66
Okayu,106.43
Bijou,102.38
Aki,91.91
Ririka,89.35
Subaru,85.89
Watame,85.11
Miko,84.25
Pekora,83.76
Luna,80.73
Aqua,80.21
Noel,76.22
Kiara,72.44
Polka,72.17
Reine,71.89
Kanata,70.79
Fubuki,67.79
Lui,66.73
Nerissa,60.87
Calli,60.42
IRyS,59.09
Hajime,57.84
FuwaMoco,56.36
Korone,53.2
Sora,51.36
Ollie,51.34
Chloe,50.7
Kanade,48.68
Shiori,47.65
Risu,47.42
Fauna,46.52
Ina,45.84
Kronii,44.86
Azki,44.32
Iofi,44.06
Towa,43.24
Botan,41.16
Ao,40.26
Zeta,35.57
Haato,34.22
Baelz,33.54
Lamy,30.17
Raden,26.59
Choco,25.26
Gura,25.26
Nene,24.44
Raora,24.43
Kobo,23.27
Gigi,22.9
Moona,20.2
Flare,19.31
Suisei,14.87
Cecilia,13.97
Anya,12.57
Mumei,11.99
Marine,10.15
Amelia,10.04
Roboco,8.38
Elizabeth,8.36
Iroha,7.34
Laplus,7.02
Matsuri,6.31
Mio,1.04
