,
Shion,39.92
Aqua,30.27
Kronii,29.81
Kobo,24.10
Calli,23.38
Choco,17.68
Moona,15.04
Aki,13.78
Anya,13.73
Suisei,12.81
Kiara,12.75
Ollie,12.56
Fubuki,12.34
Miko,12.23
Watame,12.14
Lamy,8.16
Okayu,7.05
Ayame,4.72
Mel,4.15
Baelz,4.10
Matsuri,3.91
Koyori,3.85
Mio,3.66
Iroha,3.61
Pekora,2.85
Chloe,1.75
Azki,-0.24
Botan,-0.63
Polka,-0.78
Kanata,-0.93
Nene,-1.64
Iofi,-1.65
Amelia,-1.66
Sora,-3.25
Towa,-3.41
Subaru,-4.78
Fauna,-5.65
Zeta,-7.39
Haato,-8.69
Roboco,-8.71
Laplus,-9.96
Reine,-10.13
Kaela,-10.95
Ina,-11.12
Mumei,-11.13
Marine,-12.82
Lui,-16.90
Noel,-17.62
Flare,-20.18
Gura,-21.28
Risu,-21.54
Luna,-28.34
IryS,-31.96
Korone,-39.88
