,
IRyS,6.28
Okayu,5.75
Kaela,5.62
Kiara,5.29
Koyori,5.05
Luna,4.54
Aki,4.49
Gura,4.47
Kronii,4.44
Flare,4.42
Aqua,4.34
Bijou,4.34
Watame,4.3
Baelz,4.22
Lui,4.13
Chloe,4.11
Iroha,4
Subaru,3.81
Kanata,3.74
Noel,3.7
Ina,3.62
Ayame,3.6
Korone,3.37
Reine,3.19
Kanade,3.14
Fauna,3.14
Anya,3.13
Botan,3.11
Ririka,3.07
Azki,3.05
Miko,2.99
Pekora,2.93
Moona,2.92
Nene,2.87
Towa,2.84
Risu,2.84
Zeta,2.81
Choco,2.65
Shiori,2.62
Ollie,2.59
Nerissa,2.57
Ao,2.55
Haato,2.54
Sora,2.52
Calli,2.47
Amelia,2.41
Hajime,2.3
Raden,2.25
Iofi,2.24
Kobo,2.2
FuwaMoco,2.18
Mumei,2.11
Lamy,1.99
Polka,1.99
Fubuki,1.95
Marine,1.89
Suisei,1.81
Roboco,1.57
Laplus,1.24
Matsuri,1.17
Shion,0
Mio,0
