,
Astel,11.92
Aki,11.28
Noel,10.13
Fubuki,9.53
Aruran,9.25
Koyori,8.83
Watame,8.74
Okayu,8.67
Miyabi,8.50
Kiara,8.25
Lamy,7.89
Rikka,7.80
Chloe,7.59
Oga,7.31
Miko,7.30
Lui,7.23
Choco,7.07
Calli,7.07
Reine,7.04
IryS,6.95
Anya,6.70
Pekora,6.69
Mel,6.59
Korone,6.54
Ina,6.47
Flare,6.19
Kronii,5.91
Luna,5.91
Matsuri,5.32
Gura,5.29
Moona,5.23
Ollie,5.23
Baelz,5.20
Temma,5.18
Roberu,5.06
Amelia,5.04
Botan,5.00
Shien,4.99
Izuru,4.96
Mumei,4.78
Laplus,4.59
Iofi,4.51
Polka,4.51
Mio,4.45
Iroha,4.35
Aqua,4.35
Nene,4.20
Towa,4.01
Subaru,3.97
Fauna,3.94
Roboco,3.80
Risu,3.63
Ayame,3.50
Marine,3.28
Shion,3.08
Sora,2.88
Suisei,2.84
Zeta,2.82
Kaela,2.77
Haato,2.72
Kobo,2.42
Sana,2.22
Fuma,1.23
Uyu,1.06
Azki,1.02
Gamma,0.98
Rio,0.94
Kanata,0.00
