,
Luna,5.23
Calli,5.03
Kaela,5.00
Okayu,4.96
Korone,4.73
Bijou,4.61
Moona,4.51
Watame,4.51
Aqua,4.44
Chloe,4.20
Kiara,4.20
IryS,4.19
Koyori,3.74
Reine,3.71
Shion,3.70
Flare,3.56
Amelia,3.31
Baelz,3.30
Ayame,3.23
Pekora,3.20
Mumei,3.13
Subaru,3.12
Mel,3.03
Kronii,3.03
Lui,2.95
Risu,2.94
Kobo,2.92
Ina,2.84
Shiori,2.83
Polka,2.81
Aki,2.73
Noel,2.72
Choco,2.68
Miko,2.68
Mio,2.65
Fauna,2.58
Nerissa,2.48
Ririka,2.44
FuwaMoco,2.42
Iroha,2.30
Lamy,2.29
Nene,2.25
Ollie,2.23
Fubuki,2.17
Anya,2.14
Towa,2.13
Sora,2.07
Matsuri,2.03
Botan,2.01
Iofi,1.93
Kanata,1.93
Zeta,1.89
Marine,1.88
Roboco,1.87
Ao,1.86
Suisei,1.51
Azki,1.51
Kanade,1.45
Raden,1.39
Hajime,1.07
Gura,0.97
Laplus,0.86
