,
Izuru,5.45
Astel,4.78
Watame,4.78
Korone,4.72
Ayame,4.35
Kiara,4.34
Temma,4.3
Rushia,4.05
Aqua,3.94
Okayu,3.6
Gura,3.47
Pekora,3.41
Noel,3.23
Lamy,3.21
Choco,3.18
Reine,3.11
Coco,3.07
Moona,3.04
Flare,2.97
Miko,2.95
Polka,2.82
Amelia,2.8
Mel,2.72
Rikka,2.7
Shion,2.68
Calli,2.68
Ina,2.67
Kanata,2.62
Miyabi,2.58
Aki,2.56
Luna,2.56
Shien,2.55
Roboco,2.52
Botan,2.52
Matsuri,2.47
Aruran,2.33
Fubuki,2.3
Towa,2.25
Nene,2.25
Subaru,2.21
Ollie,2.17
Risu,2.16
Anya,2.07
Iofi,2.05
Mio,2.01
Sora,1.91
Oga,1.9
Roberu,1.37
AZki,1.37
Suisei,1.28
Haato,1.17
