,
Aqua,5.68
Shion,5.28
Watame,4.90
Korone,4.80
Luna,4.72
Kiara,4.66
Kaela,4.38
Gura,4.05
Fauna,3.99
IryS,3.91
Aki,3.83
Reine,3.70
Flare,3.64
Kronii,3.60
Baelz,3.39
Mumei,3.21
Amelia,3.19
Pekora,3.15
Chloe,3.10
Calli,3.09
Moona,3.07
Miko,2.97
Ayame,2.92
Lui,2.82
Kanata,2.78
Lamy,2.73
Koyori,2.70
Polka,2.68
Mel,2.66
Roboco,2.61
Okayu,2.60
Noel,2.58
Kobo,2.56
Anya,2.54
Choco,2.45
Ollie,2.45
Zeta,2.44
Risu,2.43
Fubuki,2.28
Subaru,2.26
Nene,2.24
Towa,2.23
Matsuri,2.22
Sora,2.06
Iofi,1.97
Botan,1.90
Mio,1.81
Marine,1.81
Laplus,1.49
Suisei,1.49
Haato,1.13
Iroha,1.05
Azki,1.01
Ina,0.00
