,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24
Sum,38.64,76.16,82.64,84.3,96.92,72.52,260.38,269.07,346.94,324,306.39,279.61,241.18,277.08,295.09,324.18,285.85,269.75,264.26,294.85,277.67,272.86,512.55,528.96,630.97,751.08,594.46,650.55,686.96,700.73,650.18,612.67,485.13,639.53,575.28,573.24,529.64,450.97,543.88,500.45,498.65,490.42,400.73,545.94,509.54,416.59,475.25,563.99,415.98,271.7,472.99
