,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25
Sum,143.32,325.37,327.05,389.91,375.47,301.55,338.33,381,353.38,317.04,361.38,486.29,616.65,648.86,637.58,581.69,528.69,405.8,552.15,519.63,457.16,353.9,445.52,508.43,471.63,456.46,443.7,347.38,343.94,324.54,368.48,469.18,569.27,413.38,391.06,781.21,714.64,785.23,793.8,642.22,671.42,721.07,512.57,785.31,561.7,746.91,935.71,702.33,1224.87,976.01,823.21,698.15,762.52
