,
Kaela,204.11
Koyori,145.04
Reine,114.26
Kobo,102.13
Moona,101.02
Watame,98.61
Lui,89.00
Flare,88.70
Kiara,79.26
Miko,69.83
Subaru,69.66
Luna,68.46
Ollie,67.23
Okayu,64.60
Fubuki,61.76
Korone,59.94
Iroha,59.54
Pekora,58.51
Polka,57.90
Zeta,57.62
Noel,53.92
Sora,49.73
Amelia,49.17
Calli,48.22
Fauna,47.92
Mumei,44.55
Risu,43.59
Matsuri,40.34
Botan,40.07
Aki,37.31
Towa,37.25
Kronii,36.58
Ina,35.59
IryS,34.47
Chloe,32.86
Iofi,31.47
Mio,30.71
Anya,29.65
Gura,27.14
Marine,24.66
Baelz,24.54
Roboco,22.20
Shion,19.78
Haato,18.41
Sana,18.08
Suisei,16.40
Mel,14.79
Choco,13.97
Nene,11.47
Laplus,11.16
Aqua,2.54
Azki,1.15
Lamy,1.02
Kanata,0.48
Ayame,0.00
