,
Kiara,41.82
Iofi,39.15
Watame,36.69
Baelz,21.45
Mumei,20.47
Ina,19.38
Chloe,19.37
Nerissa,17.6
Haato,15.85
Kronii,12.63
Luna,12.25
Korone,11.99
Calli,10.99
Zeta,10.43
Aki,10.05
Raden,9.99
Lamy,9.28
Kobo,9.18
Sora,8.76
Anya,7.75
Azki,4.49
IRyS,3.89
Reine,3.2
Ollie,1.85
Amelia,1.1
Mio,0.99
Botan,0.55
Pekora,0.04
Laplus,-0.91
Ao,-1.89
Subaru,-2.1
Hajime,-3.01
Ririka,-5.2
Choco,-5.79
Kanade,-6.92
Shiori,-7.34
Gura,-9.78
Fauna,-10.32
Ayame,-11.45
Kanata,-11.68
Miko,-13.36
Risu,-13.58
Marine,-14.75
Flare,-15.88
Suisei,-17.73
Matsuri,-19.4
Noel,-19.98
Polka,-19.98
Iroha,-22.18
Nene,-22.23
Okayu,-22.81
Fubuki,-23.24
Bijou,-28.6
Roboco,-29.18
Lui,-33.74
Aqua,-34.32
Koyori,-39.1
FuwaMoco,-43.65
Kaela,-60.04
Towa,-69.04
