,
Kaela,11.92
Korone,11.87
Koyori,11.85
Riona,11.83
Botan,11.42
Bijou,11.26
Aki,11.15
Pekora,9.49
Chloe,8.99
Vivi,8.76
Towa,8.15
Ririka,8.07
Watame,7.88
Okayu,7.8
Lui,7.62
Kiara,7.59
Gigi,7.53
Chihaya,7.52
Calli,7.46
IRyS,7.43
Kanata,7.42
Flare,7.39
Su,7.16
FuwaMoco,7.02
Miko,6.55
Noel,6.55
Luna,6.5
Hajime,6.44
Azki,6.4
Reine,6.39
Matsuri,6.3
Niko,6.26
Haato,6
Kanade,5.76
Subaru,5.56
Kronii,5.51
Mio,5.4
Choco,5.37
Lamy,5.31
Risu,5.31
Baelz,5.23
Cecilia,5.21
Nerissa,5.16
Shion,5.06
Gura,5.04
Sora,4.88
Ayame,4.86
Polka,4.84
Anya,4.82
Iofi,4.76
Fubuki,4.68
Raora,4.64
Moona,4.58
Ollie,4.11
Elizabeth,4.09
Zeta,4.09
Ina,3.79
Ao,3.76
Roboco,3.73
Shiori,3.73
Marine,3.67
Raden,3.37
Laplus,3.09
Suisei,2.99
Nene,2.65
Fauna,2.63
Mumei,2.52
Kobo,2.02
Iroha,1.88
