,
Koyori,63.53
Aqua,59.32
Kanade,46.16
Subaru,40.07
Polka,38.6
Iroha,34.14
Kobo,30.01
Kaela,28.7
Zeta,26.11
Reine,21.96
Ina,21.29
Kiara,21.17
Nene,19.71
Towa,17.65
Haato,16.18
Risu,15.02
Sora,12.44
Choco,12.03
Azki,11.62
Moona,11.57
FuwaMoco,10.16
Suisei,8.25
Hajime,7.65
Laplus,6.55
Flare,6.45
Ollie,5.95999999999999
Botan,4.91
Amelia,4.83
Miko,3.64
Fauna,1.9
Gura,1.71
Luna,0.909999999999997
Kronii,0.109999999999999
Marine,-0.0300000000000011
Shion,-0.05
Baelz,-0.640000000000001
Lamy,-2.25
Raden,-3.22
Noel,-8.27
Chloe,-8.55
IRyS,-9.18000000000001
Lui,-10.49
Iofi,-11.05
Ririka,-12.06
Roboco,-13.69
Kanata,-17.11
Shiori,-20.25
Korone,-21.69
Okayu,-22.26
Matsuri,-22.56
Watame,-26.13
Nerissa,-29.44
Ayame,-30.55
Ao,-33.93
Fubuki,-34.64
Anya,-39.56
Mumei,-39.64
Pekora,-40
Mio,-42.1
Aki,-78.96
Bijou,-88.21
Calli,-97.41
