,
Kaela,11.89
Aqua,11.63
Shion,11.51
Flare,11.15
Korone,11.03
Luna,10.36
Kiara,9.67
Reine,9.07
Koyori,8.95
Moona,8.80
Watame,8.57
Aki,8.30
Ollie,8.07
Miko,7.87
Kanata,7.79
Baelz,7.28
IryS,7.26
Noel,7.14
Pekora,6.98
Fauna,6.74
Lamy,6.40
Okayu,6.16
Kobo,6.04
Chloe,5.95
Fubuki,5.94
Choco,5.88
Polka,5.73
Subaru,5.62
Mumei,5.53
Lui,5.42
Amelia,5.34
Kronii,5.25
Calli,5.10
Mel,5.07
Gura,5.07
Towa,4.97
Anya,4.85
Ayame,4.67
Zeta,4.54
Roboco,3.98
Sora,3.95
Nene,3.66
Matsuri,3.65
Mio,3.60
Iofi,3.60
Risu,3.40
Botan,3.06
Marine,3.01
Suisei,2.54
Laplus,2.40
Haato,1.72
Iroha,1.41
Azki,1.05
Ina,0.00
