,
Noel,49.05
Iroha,44.19
Mel,41.32
Ina,38.16
Lui,37.35
Korone,34.11
Koyori,25.56
Roboco,17.76
Risu,16.85
Matsuri,14.79
Kronii,13.92
Sora,10.59
Azki,9.76
Watame,8.32
Subaru,7.82
Ollie,7.53
Luna,7.52
Kobo,6.79
Fauna,6.43
Marine,4.87
Aqua,4.81
Botan,4.08
Mumei,3.76
Amelia,1.46
Kanata,1.26
Laplus,0.00
Kiara,-1.08
Okayu,-2.38
Nene,-2.45
Ayame,-4.02
Moona,-5.03
Miko,-5.10
Mio,-5.68
Shion,-5.87
Iofi,-7.08
Reine,-7.35
Suisei,-8.04
Kaela,-8.71
Lamy,-8.97
Gura,-10.15
Towa,-12.01
Pekora,-15.76
Calli,-17.54
Polka,-17.55
Zeta,-17.80
Flare,-19.09
IryS,-19.12
Baelz,-19.29
Choco,-19.39
Chloe,-20.58
Anya,-22.71
Fubuki,-24.54
Haato,-26.78
Aki,-30.11
