,
Luna,5.99
IryS,4.91
Aki,4.75
Kaela,4.57
Bijou,4.06
Watame,3.89
Kronii,3.71
Baelz,3.70
Moona,3.57
Kiara,3.51
Towa,3.48
Mel,3.36
Calli,3.20
Shiori,3.15
Okayu,3.14
Lui,3.14
Matsuri,3.06
Koyori,3.00
Kanata,3.00
Miko,2.98
Nerissa,2.91
Flare,2.86
Subaru,2.86
Pekora,2.83
Fubuki,2.75
Zeta,2.65
Noel,2.64
Reine,2.63
Ayame,2.62
Risu,2.62
Korone,2.55
Anya,2.49
Azki,2.45
Ao,2.40
Ririka,2.38
FuwaMoco,2.36
Ina,2.31
Shion,2.30
Fauna,2.30
Roboco,2.26
Amelia,2.23
Aqua,2.10
Chloe,2.07
Suisei,2.01
Botan,1.96
Iofi,1.94
Sora,1.91
Polka,1.90
Raden,1.88
Choco,1.87
Ollie,1.86
Marine,1.78
Kobo,1.78
Haato,1.75
Iroha,1.57
Kanade,1.56
Lamy,1.38
Mio,1.34
Hajime,1.20
Nene,1.14
Laplus,0.71
Gura,0.00
Mumei,0.00
