,
IryS,6.17
Noel,5.38
Ayame,4.93
Kaela,4.34
Korone,4.29
Kiara,4.21
Watame,4.13
Moona,3.91
Luna,3.88
Aki,3.73
Flare,3.72
Ina,3.71
Lui,3.47
Kanata,3.37
Reine,3.34
Pekora,3.30
Chloe,3.30
Subaru,3.17
Zeta,3.14
Gura,3.12
Koyori,3.07
Choco,3.07
Kronii,3.02
Anya,2.95
Fauna,2.82
Mumei,2.81
Baelz,2.79
Lamy,2.74
Roboco,2.69
Botan,2.65
Miko,2.64
Marine,2.63
Calli,2.62
Iroha,2.52
Okayu,2.40
Towa,2.39
Mel,2.38
Aqua,2.37
Ollie,2.35
Kobo,2.35
Risu,2.28
Matsuri,2.26
Fubuki,2.25
Amelia,2.25
Sora,2.20
Iofi,2.15
Polka,2.02
Nene,1.95
Laplus,1.64
Mio,1.51
Haato,1.45
Shion,1.16
Azki,1.08
Suisei,0.64
