,
Kaela,194.23
Koyori,188.42
Flare,111.24
Watame,110.40
Pekora,88.77
IryS,88.28
Luna,87.67
Kiara,86.82
Korone,82.74
Lui,79.00
Calli,77.76
Reine,77.46
Noel,73.70
Okayu,72.05
Ina,70.74
Sora,69.91
Miko,66.10
Baelz,63.59
Aki,62.92
Ollie,61.95
Subaru,61.08
Fubuki,56.36
Amelia,54.02
Kanata,51.92
Zeta,51.23
Moona,49.43
Kobo,47.60
Kronii,42.90
Fauna,42.52
Nene,41.10
Towa,40.39
Chloe,40.13
Risu,37.84
Matsuri,36.50
Roboco,34.70
Mumei,34.48
Mel,31.17
Iofi,29.21
Botan,26.22
Polka,25.10
Anya,24.29
Mio,24.26
Lamy,23.83
Azki,20.64
Iroha,18.86
Marine,16.34
Laplus,14.95
Choco,14.31
Suisei,12.78
Gura,8.16
Shion,1.27
Haato,0.00
Aqua,0.00
Ayame,0.00
