,
Lui,11.8
Cecilia,11.77
Shion,11.57
Kaela,10.72
Noel,10.18
Chloe,9.52
Koyori,9.46
Bijou,9.3
Raora,9.28
Botan,8.79
Luna,8.59
Moona,8.56
IRyS,8.26
Calli,8.25
Baelz,8.15
Ririka,8.06
Kanata,7.73
Watame,7.55
Haato,7.38
Okayu,7.22
Miko,7.12
Azki,7.08
Kiara,6.84
Aki,6.74
Subaru,6.68
Ayame,6.6
Korone,6.59
Pekora,6.56
Vivi,6.37
Nerissa,6.36
Hajime,6.35
Gigi,6.35
FuwaMoco,6.26
Anya,6.06
Kronii,5.82
Ao,5.48
Lamy,5.42
Choco,5.2
Reine,5.13
Sora,5.04
Kobo,4.89
Fubuki,4.72
Flare,4.72
Ollie,4.58
Shiori,4.56
Fauna,4.51
Iroha,4.48
Iofi,4.28
Towa,4.23
Roboco,4.05
Riona,3.71
Matsuri,3.69
Zeta,3.6
Elizabeth,3.55
Kanade,3.36
Polka,3.22
Mio,3.04
Suisei,2.9
Marine,2.9
Raden,2.84
Risu,2.56
Su,2.29
Nene,2.26
Chihaya,2.22
Niko,2.17
Ina,1.49
Laplus,1.44
