,
Korone,10.99
Roboco,10.53
Shien,9.99
Astel,9.64
Noel,9.04
Aruran,8.57
Flare,8.41
Pekora,8.31
Watame,8.25
Miko,6.96
Lamy,6.23
Izuru,6.08
Moona,6.08
Amelia,6.01
Rushia,5.86
Aqua,5.62
Rikka,5.28
Roberu,5.22
Okayu,5.09
Kiara,5.08
Polka,5.07
Choco,5.07
Gura,5
Subaru,4.88
Miyabi,4.78
Mio,4.6
Mel,4.58
Luna,4.48
Oga,4.48
Temma,4.48
Shion,4.31
Aki,4.3
Calli,4.27
Iofi,4.22
Kanata,3.98
Towa,3.91
Marine,3.9
Ina,3.75
Risu,3.67
Sora,3.54
Nene,3.39
Botan,3.3
Haato,3.22
Ayame,3.12
Matsuri,3.01
Coco,2.54
Kira,2.34
Suisei,1.87
AZki,1.68
