,
Koyori,63.94
Flare,57.69
Ina,55.14
IryS,51.89
Kaela,48.70
Noel,38.74
Aki,37.51
Reine,25.85
Watame,21.46
Mel,19.44
Korone,18.03
Amelia,17.36
Sora,16.44
Lui,15.91
Miko,15.55
Baelz,11.48
Choco,11.24
Luna,7.88
Pekora,6.47
Kobo,4.94
Suisei,3.69
Chloe,1.84
Azki,1.53
Mumei,1.50
Roboco,0.18
Haato,0.00
Botan,-0.18
Gura,-0.76
Zeta,-1.18
Calli,-2.54
Moona,-3.74
Kronii,-3.77
Nene,-3.90
Kiara,-5.97
Okayu,-8.85
Lamy,-10.08
Ollie,-10.09
Polka,-11.40
Mio,-13.49
Marine,-14.17
Risu,-14.55
Fubuki,-15.52
Aqua,-15.77
Anya,-15.86
Shion,-16.26
Ayame,-17.83
Fauna,-24.24
Kanata,-24.26
Iroha,-28.01
Subaru,-30.01
Iofi,-36.11
Towa,-52.81
Laplus,-64.03
Matsuri,-91.27
