,
Watame,139.21
Pekora,117.26
Choco,104.71
Lamy,102.21
Roboco,101.56
Temma,94.35
Flare,92.05
Reine,91.87
Fubuki,88.77
Aruran,88.02
Coco,86.68
Kiara,78.54
Amelia,77.78
Okayu,75.74
Miko,73.58
Marine,71.78
Korone,71.69
Botan,69.93
Subaru,69.09
Ina,65.33
Noel,63.27
Kanata,58.67
Roberu,58.02
Nene,54.08
Gura,52.97
Polka,52.9
Miyabi,52.85
Astel,52.82
Rushia,51.4
Towa,50.13
Matsuri,48.07
Calli,42.42
Ollie,41.31
Aki,40.58
Rikka,32.76
Moona,32.15
Iofi,31.59
Luna,29.46
Sora,29
Suisei,27.27
Aqua,27.07
Shien,26.36
Anya,23.13
Risu,21.13
Mio,17.22
Oga,15.28
Mel,14.81
Izuru,14.4
AZKi,14.35
Shion,0.33
Ayame,0
